交易日期,委託種類,交易別,商品代碼,委託單號,數量,進場價格,進場成本,出場價格,融資金額,擔保品,保證金,利息,借券費,進場手續費,出場手續費,交易稅,獲利,總交易成本,淨損益,總損益(自結),報酬率
2022-02-18,Cash,DayTrade,3017,IG316,1,111.0,111158,112.0,0,0,0,0,0,158,160.0,168,1000.0,486.0,515.0,514.0,0.46%
2022-02-18,Cash,DayTrade,5706,IE539,1,55.6,55679,54.6,0,0,0,0,0,79,78.0,81,-1000.0,238.0,-1237.0,-1238.0,-2.22%
2022-02-18,Cash,DayTrade,6197,IC131,1,51.3,51373,49.85,0,0,0,0,0,73,71.0,74,-1449.9999999999957,218.0,-1668.0,-1667.9999999999957,-3.25%
合計,,,,,3,,217900,,0,0,0,0,0,310,309.0,323,-1449.0,942.0,-2390.0,-2391.0,-1.1%
