交易日期,委託種類,交易別,商品代碼,委託單號,數量,進場價格,進場成本,出場價格,融資金額,擔保品,保證金,利息,借券費,進場手續費,出場手續費,交易稅,獲利,總交易成本,淨損益,總損益(自結),報酬率
2022-04-08,MarginTrading,Common,1727,IJ173,1,49.3,20370,50.0,29000,0,0,5,0,70,71.0,150,700.0000000000028,296.0,404.0,404.00000000000284,1.98%
2022-04-08,MarginTrading,Common,2064,IJ174,1,28.2,20240,28.7,8000,0,0,1,0,40,41.0,86,500.0,168.0,333.0,332.0,1.65%
2022-03-30,MarginTrading,Common,2497,IE322,1,104.5,42648,97.6,62000,0,0,129,0,148,139.0,292,-6900.0000000000055,708.0,-7608.0,-7608.0000000000055,-17.84%
2022-04-08,MarginTrading,Common,4133,IJ175,1,63.9,25991,67.1,38000,0,0,7,0,91,96.0,201,3199.999999999996,395.0,2806.0,2804.999999999996,10.8%
2022-04-08,MarginTrading,Common,4171,IJ176,1,114.5,46663,117.0,68000,0,0,12,0,163,167.0,351,2500.0,693.0,1808.0,1807.0,3.87%
2022-04-08,MarginTrading,Common,4908,IJ180,1,36.35,15401,37.1,21000,0,0,4,0,51,53.0,111,750.0,219.0,532.0,531.0,3.45%
2022-04-08,MarginTrading,Common,6235,IJ181,1,39.95,17006,38.85,23000,0,0,4,0,56,55.0,116,-1100.0000000000014,231.0,-1331.0,-1331.0000000000014,-7.83%
2022-04-08,MarginTrading,Common,6598,IJ179,1,43.3,26361,46.3,17000,0,0,3,0,61,66.0,138,3000.0,268.0,2733.0,2732.0,10.37%
2022-04-08,MarginTrading,Common,8930,IJ178,1,18.4,9426,18.5,9000,0,0,2,0,26,26.0,55,100.00000000000142,109.0,-9.0,-8.999999999998579,-0.1%
合計,,,,,9,,498400,,275000,0,0,167,0,706,714.0,1500,2749.0,3087.0,-332.0,-337.0,-0.07%
