交易日期,委託種類,交易別,商品代碼,委託單號,數量,進場價格,進場成本,出場價格,融資金額,擔保品,保證金,利息,借券費,進場手續費,出場手續費,交易稅,獲利,總交易成本,淨損益,總損益(自結),報酬率
2022-04-22,Cash,DayTrade,1701,IC339,1,29.0,29041,28.55,0,0,0,0,0,41,41.0,42,-449.9999999999993,124.0,-573.0,-573.9999999999993,-1.97%
2022-04-22,Cash,DayTrade,1701,IJ326,1,27.95,27989,27.9,0,0,0,0,0,39,40.0,41,-50.00000000000071,120.0,-169.0,-170.0000000000007,-0.6%
2022-04-22,Cash,DayTrade,2605,ID267,1,32.2,32245,32.5,0,0,0,0,0,45,46.0,48,299.99999999999716,139.0,161.0,160.99999999999716,0.5%
2022-04-22,Cash,DayTrade,2702,IJ352,1,30.3,30343,30.15,0,0,0,0,0,43,43.0,45,-150.00000000000213,131.0,-280.0,-281.00000000000216,-0.92%
2022-04-22,Cash,DayTrade,4102,IC366,1,27.35,27388,27.6,0,0,0,0,0,38,39.0,41,250.0,118.0,132.0,132.0,0.48%
2022-04-22,Cash,DayTrade,4128,IB935,1,66.5,66594,65.1,0,0,0,0,0,94,93.0,97,-1400.0000000000057,284.0,-1683.0,-1684.0000000000057,-2.53%
2022-04-22,Cash,DayTrade,4128,IH636,1,63.5,63590,64.4,0,0,0,0,0,90,92.0,96,900.0000000000057,278.0,623.0,622.0000000000057,0.98%
2022-04-22,Cash,DayTrade,4130,IC063,1,32.4,32446,32.7,0,0,0,0,0,46,47.0,49,300.00000000000426,142.0,159.0,158.00000000000426,0.49%
2022-04-22,Cash,DayTrade,4743,ID589,1,214.0,214304,216.0,0,0,0,0,0,304,308.0,324,2000.0,936.0,1065.0,1064.0,0.5%
2022-04-22,Cash,DayTrade,6104,IE193,1,232.0,232330,229.0,0,0,0,0,0,330,326.0,343,-3000.0,999.0,-11999.0,-3999.0,-1.72%
2022-04-22,Cash,DayTrade,6104,IG332,2,232.0,464661,229.0,0,0,0,0,0,661,326.0,687,-6000.0,1674.0,-11999.0,-7674.0,-1.72%
2022-04-22,Cash,DayTrade,6461,IE149,1,23.8,23833,24.0,0,0,0,0,0,33,34.0,36,199.9999999999993,103.0,97.0,96.99999999999929,0.41%
合計,,,,,13,,1243000,,0,0,0,0,0,1764,1435.0,1849,-7100.0,5048.0,-24466.0,-12148.0,-0.98%
