交易日期,委託種類,交易別,商品代碼,委託單號,數量,進場價格,進場成本,出場價格,融資金額,擔保品,保證金,利息,借券費,進場手續費,出場手續費,交易稅,獲利,總交易成本,淨損益,總損益(自結),報酬率
2022-02-08,Cash,DayTrade,2618,IC076,1,26.5,26537,27.0,0,0,0,0,0,37,38.0,40,500.0,115.0,385.0,385.0,1.45%
2022-02-08,Cash,DayTrade,2641,IE415,1,24.95,24985,24.65,0,0,0,0,0,35,35.0,36,-300.0000000000007,106.0,-406.0,-406.0000000000007,-1.62%
2022-02-08,Cash,DayTrade,6219,IB442,1,19.9,19928,19.2,0,0,0,0,0,28,27.0,28,-699.9999999999993,83.0,-783.0,-782.9999999999993,-3.93%
合計,,,,,3,,71350,,0,0,0,0,0,100,100.0,104,-500.0,304.0,-804.0,-804.0,-1.13%
