交易日期,委託種類,交易別,商品代碼,委託單號,數量,進場價格,進場成本,出場價格,融資金額,擔保品,保證金,利息,借券費,進場手續費,出場手續費,交易稅,獲利,總交易成本,淨損益,總損益(自結),報酬率
2022-02-09,Cash,DayTrade,2305,IC344,1,11.55,11566,11.3,0,0,0,0,0,16,16.0,16,-250.0,48.0,-298.0,-298.0,-2.58%
合計,,,,,1,,11550,,0,0,0,0,0,16,16.0,16,-250.0,48.0,-298.0,-298.0,-2.58%
