交易日期,委託種類,交易別,商品代碼,委託單號,數量,進場價格,進場成本,出場價格,融資金額,擔保品,保證金,利息,借券費,進場手續費,出場手續費,交易稅,獲利,總交易成本,淨損益,總損益(自結),報酬率
2022-03-10,MarginTrading,Common,2352,IJ404,1,31.95,12995,31.9,19000,0,0,3,0,45,45.0,95,-50.00000000000071,188.0,-238.0,-238.0000000000007,-1.83%
2022-03-10,MarginTrading,Common,2606,IJ406,1,65.4,33493,64.2,32000,0,0,6,0,93,91.0,192,-1200.0000000000027,382.0,-1582.0,-1582.0000000000027,-4.72%
2022-03-10,MarginTrading,Common,2607,IG322,1,42.8,17860,40.35,25000,0,0,4,0,60,57.0,121,-2449.999999999996,242.0,-5384.0,-2691.999999999996,-15.07%
2022-03-10,MarginTrading,Common,2607,IG327,1,42.8,17860,40.35,25000,0,0,4,0,60,57.0,121,-2449.999999999996,242.0,-5384.0,-2691.999999999996,-15.07%
2022-03-10,MarginTrading,Common,2611,IG394,1,26.25,13287,25.3,13000,0,0,2,0,37,36.0,75,-949.9999999999993,150.0,-1100.0,-1099.9999999999993,-8.28%
2022-03-10,MarginTrading,Common,3017,IG323,1,118.5,47668,120.0,71000,0,0,12,0,168,171.0,360,1500.0,711.0,789.0,789.0,1.66%
2022-03-10,MarginTrading,Common,4162,IG326,1,90.7,36829,86.3,54000,0,0,9,0,129,123.0,258,-4400.0000000000055,519.0,-4918.0,-4919.0000000000055,-13.35%
2022-03-10,MarginTrading,Common,4739,IJ805,1,155.0,62220,157.5,93000,0,0,16,0,220,224.0,472,2500.0,932.0,1568.0,1568.0,2.52%
2022-03-10,MarginTrading,Common,5608,IG324,1,48.9,34969,46.5,14000,0,0,2,0,69,66.0,139,-2399.9999999999986,276.0,-2676.0,-2675.9999999999986,-7.65%
2022-03-10,MarginTrading,Common,6443,IJ403,1,39.95,17006,40.4,23000,0,0,4,0,56,58.0,121,449.99999999999574,239.0,212.0,210.99999999999574,1.25%
2022-03-10,MarginTrading,Common,6477,IJ402,1,56.6,23680,58.2,33000,0,0,6,0,80,83.0,174,1600.0000000000014,343.0,1258.0,1257.0000000000014,5.31%
合計,,,,,11,,718850,,402000,0,0,68,0,1017,1011.0,2128,-7850.0,4224.0,-17455.0,-12074.0,-1.68%
