交易日期,委託種類,交易別,商品代碼,委託單號,數量,進場價格,進場成本,出場價格,融資金額,擔保品,保證金,利息,借券費,進場手續費,出場手續費,交易稅,獲利,總交易成本,淨損益,總損益(自結),報酬率
2022-02-14,Cash,DayTrade,3532,IC549,1,296.5,296922,299.0,0,0,0,0,0,422,426.0,448,2500.0,1296.0,1204.0,1204.0,0.41%
2022-02-14,Cash,DayTrade,4720,ID693,1,17.55,17575,17.75,0,0,0,0,0,25,25.0,26,199.9999999999993,76.0,124.0,123.99999999999929,0.71%
合計,,,,,2,,314050,,0,0,0,0,0,447,451.0,474,2699.0,1372.0,1328.0,1327.0,0.42%
