交易日期,委託種類,交易別,商品代碼,委託單號,數量,進場價格,進場成本,出場價格,融資金額,擔保品,保證金,利息,借券費,進場手續費,出場手續費,交易稅,獲利,總交易成本,淨損益,總損益(自結),報酬率
2022-04-14,Cash,DayTrade,1584,II528,1,20.4,20429,19.7,0,0,0,0,0,29,28.0,29,-699.9999999999993,86.0,-786.0,-785.9999999999993,-3.85%
2022-04-14,Cash,DayTrade,1584,II529,1,20.4,20429,20.35,0,0,0,0,0,29,29.0,30,-49.99999999999716,88.0,-137.0,-137.99999999999716,-0.67%
2022-04-14,Cash,DayTrade,1605,ID252,1,35.7,35750,36.05,0,0,0,0,0,50,51.0,54,349.9999999999943,155.0,195.0,194.99999999999432,0.55%
2022-04-14,Cash,DayTrade,2033,ID170,1,24.4,24434,24.65,0,0,0,0,0,34,35.0,36,250.0,105.0,145.0,145.0,0.59%
2022-04-14,Cash,DayTrade,2064,IF119,5,30.35,151966,30.2,0,0,0,0,0,216,43.0,226,-750.0000000000107,485.0,-1407.0,-1235.0000000000107,-0.93%
2022-04-14,Cash,DayTrade,2064,IF350,5,30.6,153218,30.05,0,0,0,0,0,218,43.0,225,-2750.0000000000036,486.0,-3407.0,-3236.0000000000036,-2.22%
2022-04-14,Cash,DayTrade,2613,II429,5,38.5,192774,38.65,0,0,0,0,0,274,55.0,289,749.999999999993,618.0,-88.0,131.99999999999295,-0.05%
2022-04-14,Cash,DayTrade,2731,IC029,1,109.0,109155,111.0,0,0,0,0,0,155,158.0,166,2000.0,479.0,1521.0,1521.0,1.39%
2022-04-14,Cash,DayTrade,4931,ID121,2,34.25,68597,33.4,0,0,0,0,0,97,48.0,100,-1700.0000000000027,245.0,-1992.0,-1945.0000000000027,-2.9%
2022-04-14,Cash,DayTrade,5014,IC703,1,23.5,23533,23.75,0,0,0,0,0,33,34.0,35,250.0,102.0,149.0,148.0,0.63%
2022-04-14,Cash,DayTrade,6174,IH721,1,35.65,35700,35.75,0,0,0,0,0,50,51.0,53,100.00000000000142,154.0,-53.0,-53.99999999999858,-0.15%
2022-04-14,Cash,DayTrade,6191,II707,1,34.45,34499,34.45,0,0,0,0,0,49,49.0,51,0.0,149.0,-149.0,-149.0,-0.43%
2022-04-14,Cash,DayTrade,6508,IE036,1,53.9,53976,52.1,0,0,0,0,0,76,74.0,78,-1799.9999999999973,228.0,-4156.0,-2027.9999999999973,-3.85%
2022-04-14,Cash,DayTrade,6508,IE036,1,54.0,54076,52.1,0,0,0,0,0,76,74.0,78,-1899.9999999999986,228.0,-4156.0,-2127.9999999999986,-3.85%
2022-04-14,Cash,DayTrade,6581,IF157,1,105.0,105149,103.5,0,0,0,0,0,149,147.0,155,-1500.0,451.0,-1951.0,-1951.0,-1.86%
2022-04-14,Cash,DayTrade,8183,ID435,2,73.6,147409,74.5,0,0,0,0,0,209,106.0,223,1800.0000000000114,538.0,1156.0,1262.0000000000114,0.78%
2022-04-14,Cash,DayTrade,8478,IC027,1,175.5,175750,177.5,0,0,0,0,0,250,253.0,266,2000.0,769.0,1232.0,1231.0,0.7%
合計,,,,,31,,1404850,,0,0,0,0,0,1994,1278.0,2094,-3650.0,5366.0,-13884.0,-9016.0,-0.64%
