交易日期,委託種類,交易別,商品代碼,委託單號,數量,進場價格,進場成本,出場價格,融資金額,擔保品,保證金,利息,借券費,進場手續費,出場手續費,交易稅,獲利,總交易成本,淨損益,總損益(自結),報酬率
2022-03-10,MarginTrading,Common,2064,IG325,1,26.75,26788,23.8,0,0,0,0,0,38,34.0,71,-2949.999999999999,143.0,-3111.0,-3092.999999999999,-11.61%
2022-03-09,Cash,Common,3576,IJ819,1,23.65,23683,22.9,0,0,0,0,0,33,33.0,68,-750.0,134.0,-883.0,-884.0,-3.73%
2022-03-09,Cash,Common,3576,IJ828,1,23.65,23683,22.9,0,0,0,0,0,33,33.0,68,-750.0,134.0,-883.0,-884.0,-3.73%
2022-03-09,MarginTrading,Common,4904,IJ820,1,73.3,30404,73.0,43000,0,0,22,0,104,104.0,219,-299.99999999999716,449.0,-749.0,-748.9999999999972,-2.46%
合計,,,,,4,,147350,,43000,0,0,22,0,208,204.0,426,-4749.0,860.0,-5626.0,-5609.0,-3.81%
