交易日期,委託種類,交易別,商品代碼,委託單號,數量,進場價格,進場成本,出場價格,融資金額,擔保品,保證金,利息,借券費,進場手續費,出場手續費,交易稅,獲利,總交易成本,淨損益,總損益(自結),報酬率
2022-03-28,MarginTrading,Common,1609,IJ046,1,28.75,11790,29.25,17000,0,0,3,0,40,42.0,87,500.0,172.0,329.0,328.0,2.79%
2022-03-28,Cash,Common,1612,IJ102,1,31.3,31344,31.8,0,0,0,0,0,44,45.0,95,500.0,184.0,316.0,316.0,1.01%
2022-03-28,MarginTrading,Common,1709,IJ047,1,29.4,12441,28.95,17000,0,0,3,0,41,41.0,86,-449.9999999999993,171.0,-621.0,-620.9999999999993,-4.99%
2022-03-28,MarginTrading,Common,2033,IJ048,1,24.8,12835,24.1,12000,0,0,2,0,35,34.0,72,-699.9999999999993,143.0,-843.0,-842.9999999999993,-6.57%
2022-03-28,MarginTrading,Common,2243,IJ049,1,17.0,14024,17.75,3000,0,0,1,0,24,25.0,53,750.0,103.0,647.0,647.0,4.61%
2022-03-28,MarginTrading,Common,2465,IJ050,1,69.7,49799,70.9,20000,0,0,3,0,99,101.0,212,1200.0000000000027,415.0,785.0,785.0000000000027,1.58%
2022-03-28,MarginTrading,Common,3025,IJ051,1,22.0,9031,21.4,13000,0,0,2,0,31,30.0,64,-600.0000000000014,127.0,-727.0,-727.0000000000014,-8.05%
2022-03-24,MarginTrading,Common,3455,IE845,1,100.0,50142,98.2,50000,0,0,26,0,142,140.0,294,-1799.9999999999973,602.0,-2401.0,-2401.9999999999973,-4.79%
2022-03-25,MarginTrading,Common,4908,IJ329,1,35.0,14049,35.65,21000,0,0,7,0,49,51.0,106,649.9999999999986,213.0,438.0,436.99999999999864,3.12%
2022-03-28,MarginTrading,Common,6134,IJ052,1,27.3,11338,26.55,16000,0,0,3,0,38,38.0,79,-750.0,158.0,-907.0,-908.0,-8.0%
2022-03-25,MarginTrading,Common,6217,IJ330,1,58.9,29983,57.2,29000,0,0,10,0,83,82.0,171,-1699.9999999999957,346.0,-2045.0,-2045.9999999999957,-6.82%
2022-03-28,MarginTrading,Common,8183,IJ056,1,63.2,26290,64.2,37000,0,0,6,0,90,91.0,192,1000.0,379.0,621.0,621.0,2.36%
2022-03-25,MarginTrading,Common,9945,IJ331,1,77.2,31310,78.5,46000,0,0,16,0,110,112.0,235,1299.9999999999973,473.0,828.0,826.9999999999973,2.64%
合計,,,,,13,,584550,,281000,0,0,82,0,826,832.0,1746,-99.0,3486.0,-3580.0,-3585.0,-0.61%
