交易日期,委託種類,交易別,商品代碼,委託單號,數量,進場價格,進場成本,出場價格,融資金額,擔保品,保證金,利息,借券費,進場手續費,出場手續費,交易稅,獲利,總交易成本,淨損益,總損益(自結),報酬率
2022-04-15,Cash,DayTrade,1760,IB974,1,129.5,129684,130.5,0,0,0,0,0,184,186.0,195,1000.0,565.0,436.0,435.0,0.34%
2022-04-15,Cash,DayTrade,2607,ID031,1,37.5,37553,37.35,0,0,0,0,0,53,53.0,56,-149.99999999999858,162.0,-312.0,-311.9999999999986,-0.83%
2022-04-15,Cash,DayTrade,4148,IC415,1,96.5,96637,94.6,0,0,0,0,0,137,135.0,141,-1900.0000000000057,413.0,-2312.0,-2313.0000000000055,-2.39%
2022-04-15,Cash,DayTrade,4148,ID810,1,89.5,89627,91.4,0,0,0,0,0,127,130.0,137,1900.0000000000057,394.0,1506.0,1506.0000000000057,1.68%
2022-04-15,Cash,DayTrade,4162,IC991,1,86.6,86723,85.1,0,0,0,0,0,123,121.0,127,-1500.0,371.0,-1871.0,-1871.0,-2.16%
2022-04-15,Cash,DayTrade,4162,IG095,1,87.4,87524,84.7,0,0,0,0,0,124,121.0,127,-2700.0000000000027,372.0,-3071.0,-3072.0000000000027,-3.51%
2022-04-15,Cash,DayTrade,4171,IC082,1,138.0,138196,139.5,0,0,0,0,0,196,199.0,209,1500.0,604.0,897.0,896.0,0.65%
2022-04-15,Cash,DayTrade,6217,IC714,1,61.6,61687,60.8,0,0,0,0,0,87,87.0,91,-800.0000000000043,265.0,-1064.0,-1065.0000000000043,-1.72%
2022-04-15,Cash,DayTrade,6217,IC895,1,61.8,61888,62.2,0,0,0,0,0,88,89.0,93,400.0000000000057,270.0,131.0,130.00000000000568,0.21%
2022-04-15,Cash,DayTrade,6235,IC973,1,41.15,41208,41.6,0,0,0,0,0,58,59.0,62,450.00000000000284,179.0,271.0,271.00000000000284,0.66%
2022-04-15,Cash,DayTrade,6508,IC976,1,57.5,57581,56.3,0,0,0,0,0,81,80.0,84,-1200.0000000000027,245.0,-1445.0,-1445.0000000000027,-2.51%
2022-04-15,Cash,DayTrade,6508,IG331,1,59.6,59684,56.8,0,0,0,0,0,84,81.0,85,-2800.000000000004,250.0,-3049.0,-3050.000000000004,-5.11%
2022-04-15,Cash,DayTrade,6578,IJ271,1,23.05,23082,23.4,0,0,0,0,0,32,33.0,35,349.99999999999784,100.0,250.0,249.99999999999784,1.08%
2022-04-15,Cash,DayTrade,6598,IC023,1,52.9,52975,53.4,0,0,0,0,0,75,76.0,80,500.0,231.0,269.0,269.0,0.51%
合計,,,,,14,,1022600,,0,0,0,0,0,1449,1450.0,1522,-4950.0,4421.0,-9364.0,-9371.0,-0.92%
