交易日期,委託種類,交易別,商品代碼,委託單號,數量,進場價格,進場成本,出場價格,融資金額,擔保品,保證金,利息,借券費,進場手續費,出場手續費,交易稅,獲利,總交易成本,淨損益,總損益(自結),報酬率
2022-06-10,MarginTrading,Common,5426,IG470,1,11.85,4866,11.5,7000,0,0,1,0,16,16.0,34,-349.99999999999966,67.0,-417.0,-416.99999999999966,-8.57%
合計,,,,,1,,11850,,7000,0,0,1,0,16,16.0,34,-349.0,67.0,-417.0,-416.0,-3.51%
