交易日期,委託種類,交易別,商品代碼,委託單號,數量,進場價格,進場成本,出場價格,融資金額,擔保品,保證金,利息,借券費,進場手續費,出場手續費,交易稅,獲利,總交易成本,淨損益,總損益(自結),報酬率
2022-04-18,Cash,DayTrade,1217,IB851,1,13.25,13268,13.4,0,0,0,0,0,18,19.0,20,150.00000000000034,57.0,93.0,93.00000000000034,0.7%
2022-04-18,Cash,DayTrade,1218,IC623,1,32.85,32896,33.15,0,0,0,0,0,46,47.0,49,299.99999999999716,142.0,158.0,157.99999999999716,0.48%
2022-04-18,Cash,DayTrade,2637,ID258,1,98.5,98640,99.4,0,0,0,0,0,140,142.0,149,900.0000000000057,431.0,470.0,469.0000000000057,0.48%
2022-04-18,Cash,DayTrade,3708,II656,1,131.0,131186,128.0,0,0,0,0,0,186,182.0,192,-3000.0,560.0,-3560.0,-3560.0,-2.71%
2022-04-18,Cash,DayTrade,4426,II075,3,26.0,78111,26.25,0,0,0,0,0,111,37.0,118,750.0,266.0,409.0,484.0,0.52%
2022-04-18,Cash,DayTrade,4426,II075,2,26.0,52074,26.3,0,0,0,0,0,74,37.0,78,600.0000000000014,189.0,374.0,411.00000000000136,0.72%
2022-04-18,Cash,DayTrade,4426,II075,5,26.0,130185,25.9,0,0,0,0,0,185,37.0,194,-500.0000000000071,416.0,-1063.0,-916.000000000007,-0.82%
2022-04-18,Cash,DayTrade,4426,II075,3,26.0,78111,26.1,0,0,0,0,0,111,37.0,117,300.00000000000426,265.0,-39.0,35.00000000000426,-0.05%
2022-04-18,Cash,DayTrade,4426,II075,2,26.0,52074,26.5,0,0,0,0,0,74,38.0,79,1000.0,191.0,772.0,809.0,1.48%
2022-04-18,Cash,DayTrade,6015,IC030,1,16.85,16874,17.0,0,0,0,0,0,24,24.0,25,149.99999999999858,73.0,77.0,76.99999999999858,0.46%
2022-04-18,Cash,DayTrade,6712,II631,1,238.0,238339,237.0,0,0,0,0,0,339,338.0,355,-1000.0,1032.0,-2031.0,-2032.0,-0.85%
合計,,,,,21,,920450,,0,0,0,0,0,1308,938.0,1376,-349.0,3622.0,-4340.0,-3972.0,-0.43%
