交易日期,委託種類,交易別,商品代碼,委託單號,數量,進場價格,進場成本,出場價格,融資金額,擔保品,保證金,利息,借券費,進場手續費,出場手續費,交易稅,獲利,總交易成本,淨損益,總損益(自結),報酬率
2022-02-21,MarginTrading,Common,1605,IJ692,1,27.85,11889,28.1,16000,0,0,3,0,39,40.0,84,250.0,166.0,84.0,84.0,0.71%
2022-02-21,MarginTrading,Common,1708,IJ056,1,39.75,16806,42.5,23000,0,0,4,0,56,61.0,127,2750.0,248.0,2503.0,2502.0,14.89%
2022-02-21,MarginTrading,Common,2002,IJ693,1,36.45,15501,36.0,21000,0,0,4,0,51,51.0,108,-450.00000000000284,214.0,-664.0,-664.0000000000028,-4.28%
2022-02-21,MarginTrading,Common,2353,IJ694,1,30.15,12192,29.75,18000,0,0,3,0,42,42.0,89,-399.9999999999986,176.0,-576.0,-575.9999999999986,-4.72%
2022-02-21,MarginTrading,Common,2368,IJ695,1,81.5,33616,78.9,48000,0,0,8,0,116,112.0,236,-2599.9999999999945,472.0,-3072.0,-3071.9999999999945,-9.14%
2022-02-21,MarginTrading,Common,2606,IJ091,1,61.2,31287,62.4,30000,0,0,5,0,87,89.0,187,1199.9999999999957,368.0,833.0,831.9999999999957,2.66%
2022-02-21,MarginTrading,Common,3260,IJ106,1,98.2,40339,97.2,58000,0,0,10,0,139,139.0,291,-1000.0,579.0,-1578.0,-1579.0,-3.91%
2022-02-21,MarginTrading,Common,4960,IJ141,2,13.45,21938,13.45,5000,0,0,1,0,38,19.0,80,0.0,138.0,-157.0,-138.0,-0.72%
2022-02-21,Cash,Common,5011,IJ216,1,42.2,42260,40.4,0,0,0,0,0,60,58.0,121,-1800.0000000000043,239.0,-2038.0,-2039.0000000000043,-4.82%
2022-02-21,MarginTrading,Common,5608,IJ698,1,43.8,30862,44.7,13000,0,0,2,0,62,64.0,134,900.0000000000057,262.0,639.0,638.0000000000057,2.07%
2022-02-21,MarginTrading,Common,6251,IJ700,1,24.6,10635,25.1,14000,0,0,2,0,35,36.0,75,500.0,148.0,353.0,352.0,3.32%
合計,,,,,12,,512600,,246000,0,0,42,0,725,711.0,1532,-649.0,3010.0,-3673.0,-3659.0,-0.71%
