交易日期,委託種類,交易別,商品代碼,委託單號,數量,進場價格,進場成本,出場價格,融資金額,擔保品,保證金,利息,借券費,進場手續費,出場手續費,交易稅,獲利,總交易成本,淨損益,總損益(自結),報酬率
2022-03-04,Cash,DayTrade,2613,IL063,1,39.45,39506,39.25,0,0,0,0,0,56,56.0,58,-200.00000000000284,170.0,-369.0,-370.00000000000284,-0.93%
2022-03-04,Cash,DayTrade,2636,IF349,1,154.0,154219,159.0,0,0,0,0,0,219,227.0,238,5000.0,684.0,4317.0,4316.0,2.8%
2022-03-04,Cash,DayTrade,3122,IF936,1,61.4,61487,60.1,0,0,0,0,0,87,86.0,90,-1299.9999999999973,263.0,-1562.0,-1562.9999999999973,-2.54%
2022-03-04,Cash,DayTrade,4755,IG214,1,158.5,158725,157.0,0,0,0,0,0,225,224.0,235,-1500.0,684.0,-2183.0,-2184.0,-1.38%
2022-03-04,Cash,DayTrade,5706,IC436,1,68.9,68998,67.9,0,0,0,0,0,98,97.0,101,-1000.0,296.0,-1295.0,-1296.0,-1.88%
2022-03-04,Cash,DayTrade,5706,IL061,1,66.8,66895,66.9,0,0,0,0,0,95,95.0,100,100.00000000000853,290.0,-190.0,-189.99999999999147,-0.28%
2022-03-04,Cash,DayTrade,6205,IE693,1,93.4,93533,92.2,0,0,0,0,0,133,131.0,138,-1200.0000000000027,402.0,-1602.0,-1602.0000000000027,-1.71%
2022-03-04,Cash,DayTrade,6231,IC466,1,109.0,109155,107.0,0,0,0,0,0,155,152.0,160,-2000.0,467.0,-2467.0,-2467.0,-2.26%
2022-03-04,Cash,DayTrade,8054,IF056,1,60.8,60886,61.2,0,0,0,0,0,86,87.0,91,400.0000000000057,264.0,136.0,136.00000000000568,0.22%
2022-03-04,Cash,DayTrade,8054,IC183,1,59.8,59885,60.9,0,0,0,0,0,85,87.0,91,1100.0000000000014,263.0,838.0,837.0000000000014,1.4%
合計,,,,,10,,872050,,0,0,0,0,0,1239,1242.0,1302,-599.0,3783.0,-4377.0,-4382.0,-0.5%
