EntryDate,ExitDate,EntryPrice,ExitPrice,EntryCommission,ExitCommission,EntryTax,ExitTax,TotalCost,HoldingPeriod,Net,Ret,MaxPriceBetweeenHolding,MaxRetBetweeenHolding,MinPriceBetweeenHolding,MinRetBetweeenHolding
2002-09-11,2002-09-26,7.4,6.7,20,20,0,20,60,15,-760,-0.1027,7.4,0.0,6.45,-0.1284
2005-04-26,2005-06-08,12.25,12.85,20,20,0,39,79,43,521,0.0425,13.55,0.1061,12.25,0.0
2006-07-31,2006-09-29,9.72,10.6,20,20,0,32,72,60,808,0.0831,10.85,0.1163,9.72,0.0
2007-11-15,2007-12-17,17.85,16.0,25,23,0,48,96,32,-1946,-0.109,17.85,0.0,15.5,-0.1317
2007-12-25,2008-01-03,14.7,15.8,21,23,0,47,91,9,1009,0.0686,17.0,0.1565,14.7,0.0
2008-06-19,2008-06-25,17.0,15.2,24,22,0,46,92,6,-1892,-0.1113,17.0,0.0,15.2,-0.1059
2008-07-03,2008-07-21,14.7,13.35,21,20,0,40,81,18,-1431,-0.0973,14.7,0.0,13.0,-0.1156
2008-09-09,2008-09-17,11.9,10.6,20,20,0,32,72,8,-1372,-0.1153,11.9,0.0,10.3,-0.1345
2008-09-22,2008-09-25,10.25,11.1,20,20,0,33,73,3,777,0.0758,11.55,0.1268,10.25,0.0
2010-02-22,2010-03-05,18.4,20.3,26,29,0,61,116,11,1784,0.097,20.6,0.1196,18.4,0.0
2011-03-21,2011-04-26,25.0,27.3,36,39,0,82,157,36,2143,0.0857,27.6,0.104,25.0,0.0
2012-04-09,2012-05-14,19.8,18.05,28,26,0,54,108,35,-1858,-0.0938,19.8,0.0,17.8,-0.101
2015-08-31,2015-09-17,16.15,17.95,23,26,0,54,103,17,1697,0.1051,18.2,0.1269,16.15,0.0
2017-04-19,2018-05-03,18.55,21.2,26,30,0,64,120,379,2530,0.1364,21.5,0.159,18.55,0.0
2018-11-01,2019-07-03,18.3,20.05,26,29,0,60,115,244,1635,0.0893,20.35,0.112,18.3,0.0
2019-08-12,2020-01-31,18.4,22.7,26,32,0,68,126,172,4174,0.2268,21.75,0.1821,18.4,0.0
2020-03-24,2020-04-07,18.6,19.85,27,28,0,60,115,14,1135,0.061,20.5,0.1022,18.6,0.0
2021-01-26,2021-04-23,22.55,23.9,32,34,0,72,138,87,1212,0.0537,24.9,0.1042,22.55,0.0
2022-02-08,2022-04-19,22.3,25.1,32,36,0,75,143,70,2657,0.1191,25.0,0.1211,22.3,0.0
