EntryDate,ExitDate,EntryPrice,ExitPrice,EntryCommission,ExitCommission,EntryTax,ExitTax,TotalCost,HoldingPeriod,Net,Ret,MaxPriceBetweeenHolding,MaxRetBetweeenHolding,MinPriceBetweeenHolding,MinRetBetweeenHolding
2012-04-09,2012-04-24,69.4,62.0,99,88,0,186,373,15,-7773,-0.112,69.4,0.0,61.8,-0.1095
2012-04-26,2012-05-02,63.5,53.7,90,77,0,161,328,6,-10128,-0.1595,63.5,0.0,54.0,-0.1496
2012-07-30,2012-08-06,34.8,29.9,50,43,0,90,183,7,-5083,-0.1461,34.8,0.0,29.4,-0.1552
2012-08-14,2012-08-24,28.95,31.0,41,44,0,93,178,10,1872,0.0647,32.2,0.1123,28.95,0.0
2012-11-09,2012-11-14,25.0,22.4,36,32,0,67,135,5,-2735,-0.1094,25.0,0.0,22.4,-0.104
2013-11-20,2013-12-11,11.05,12.4,20,20,0,37,77,21,1273,0.1152,12.6,0.1403,11.05,0.0
2014-08-05,2014-08-18,9.49,7.64,20,20,0,23,63,13,-1913,-0.2016,9.49,0.0,8.21,-0.1349
2014-11-04,2014-11-07,7.09,7.6,20,20,0,23,63,3,447,0.063,7.98,0.1255,7.09,0.0
2015-06-26,2015-07-03,3.8,4.07,20,20,0,12,52,7,218,0.0574,4.19,0.1026,3.7,-0.0263
2017-11-29,2018-01-23,64.9,57.9,92,83,0,174,349,55,-7349,-0.1132,64.9,0.0,58.0,-0.1063
