EntryDate,ExitDate,EntryPrice,ExitPrice,EntryCommission,ExitCommission,EntryTax,ExitTax,TotalCost,HoldingPeriod,Net,Ret,MaxPriceBetweeenHolding,MaxRetBetweeenHolding,MinPriceBetweeenHolding,MinRetBetweeenHolding
2003-05-22,2003-06-10,47.9,52.0,68,74,0,156,298,19,3802,0.0794,53.5,0.1169,47.9,0.0
2003-11-28,2004-03-24,50.0,47.0,71,67,0,141,279,117,-3279,-0.0656,50.0,0.0,44.7,-0.106
2007-11-20,2007-12-07,47.0,50.1,67,71,0,150,288,17,2812,0.0598,52.6,0.1191,47.0,0.0
2008-07-04,2008-09-04,44.4,39.7,63,57,0,119,239,62,-4939,-0.1112,44.4,0.0,39.75,-0.1047
2008-09-22,2008-10-17,36.3,32.5,52,46,0,98,196,25,-3996,-0.1101,36.3,0.0,32.35,-0.1088
2008-10-31,2008-11-14,32.0,29.3,46,42,0,88,176,14,-2876,-0.0899,32.0,0.0,28.5,-0.1094
2010-01-29,2010-03-29,59.5,66.5,85,95,0,200,380,59,6620,0.1113,66.2,0.1126,59.5,0.0
2011-06-22,2011-08-09,68.5,58.5,98,83,0,176,357,48,-10357,-0.1512,68.5,0.0,60.1,-0.1226
2011-08-11,2012-03-12,62.0,69.2,88,99,0,208,395,214,6805,0.1098,69.2,0.1161,62.0,0.0
2012-07-17,2013-03-05,68.2,75.0,97,107,0,225,429,231,6371,0.0934,76.0,0.1144,68.2,0.0
2016-04-08,2016-04-29,163.0,178.0,232,254,0,534,1020,21,13980,0.0858,179.5,0.1012,163.0,0.0
2016-10-17,2016-11-23,154.0,170.0,219,242,0,510,971,37,15029,0.0976,171.0,0.1104,154.0,0.0
2017-06-28,2018-01-03,153.0,174.5,218,249,0,524,991,189,20509,0.134,173.0,0.1307,153.0,0.0
2018-02-12,2018-08-22,155.0,142.0,221,202,0,426,849,191,-13849,-0.0893,155.0,0.0,139.0,-0.1032
2018-10-23,2018-11-30,115.0,131.5,164,187,0,394,745,38,15755,0.137,133.0,0.1565,115.0,0.0
2020-03-23,2020-04-10,156.0,171.5,222,244,0,514,980,18,14520,0.0931,173.5,0.1122,156.0,0.0
2021-06-18,2021-10-05,237.0,217.0,338,309,0,651,1298,109,-21298,-0.0899,237.0,0.0,212.5,-0.1034
2021-10-15,2022-03-14,211.0,185.5,301,264,0,556,1121,150,-26621,-0.1262,211.0,0.0,184.5,-0.1256
2022-03-18,2022-06-13,187.0,202.0,266,288,0,606,1160,87,13840,0.074,207.0,0.107,187.0,0.0
