EntryDate,ExitDate,EntryPrice,ExitPrice,EntryCommission,ExitCommission,EntryTax,ExitTax,TotalCost,HoldingPeriod,Net,Ret,MaxPriceBetweeenHolding,MaxRetBetweeenHolding,MinPriceBetweeenHolding,MinRetBetweeenHolding
2004-05-10,2004-07-13,30.5,33.5,43,48,0,100,191,64,2809,0.0921,33.8,0.1082,30.5,0.0
2004-07-30,2004-09-08,29.8,33.0,42,47,0,99,188,40,3012,0.1011,32.9,0.104,29.8,0.0
2005-04-27,2005-07-27,33.3,29.5,47,42,0,88,177,91,-3977,-0.1194,33.3,0.0,29.2,-0.1231
2005-08-15,2006-04-04,29.4,32.6,42,46,0,98,186,232,3014,0.1025,32.45,0.1037,29.4,0.0
2008-07-02,2008-08-06,47.0,40.2,67,57,0,121,245,35,-7045,-0.1499,47.0,0.0,39.45,-0.1606
2008-08-11,2008-09-11,39.5,34.8,56,50,0,104,210,31,-4910,-0.1243,39.5,0.0,35.0,-0.1139
2008-10-29,2008-12-29,29.0,31.9,41,45,0,96,182,61,2718,0.0937,31.95,0.1017,29.0,0.0
2015-09-01,2016-12-29,38.0,41.6,54,59,0,125,238,485,3362,0.0885,41.85,0.1013,38.0,0.0
2018-11-01,2019-03-07,42.7,46.95,61,67,0,141,269,126,3981,0.0932,47.1,0.103,42.7,0.0
2020-03-25,2022-06-24,50.2,51.0,72,73,0,153,298,821,502,0.01,51.1,0.0179,50.2,0.0
