EntryDate,ExitDate,EntryPrice,ExitPrice,EntryCommission,ExitCommission,EntryTax,ExitTax,TotalCost,HoldingPeriod,Net,Ret,MaxPriceBetweeenHolding,MaxRetBetweeenHolding,MinPriceBetweeenHolding,MinRetBetweeenHolding
2013-05-28,2013-06-21,118.0,130.2,168,186,0,391,745,24,11455,0.0971,132.0,0.1186,118.0,0.0
2014-09-30,2014-10-14,345.98,304.49,493,434,0,913,1840,14,-43330,-0.1252,345.98,0.0,300.02,-0.1328
2014-10-23,2014-12-09,290.0,316.02,413,450,0,948,1811,47,24209,0.0835,326.99,0.1276,290.0,0.0
2015-02-24,2015-02-26,241.84,277.0,345,395,0,831,1571,2,33589,0.1389,278.0,0.1495,241.84,0.0
2015-06-30,2015-07-02,131.0,149.0,187,212,0,447,846,2,17154,0.1309,152.31,0.1627,131.0,0.0
2015-08-11,2015-08-21,125.0,105.83,178,151,0,317,646,10,-19816,-0.1585,125.0,0.0,102.5,-0.18
2015-08-28,2015-09-01,99.71,126.41,142,180,0,379,701,4,25999,0.2607,128.0,0.2837,99.71,0.0
2015-11-18,2015-11-20,101.95,131.0,145,187,0,393,725,2,28325,0.2778,132.62,0.3008,101.95,0.0
2016-05-20,2016-05-26,122.99,134.5,175,192,0,404,771,6,10739,0.0873,135.41,0.101,122.99,0.0
2016-09-08,2016-09-13,82.3,74.27,117,106,0,223,446,5,-8476,-0.103,82.3,0.0,73.81,-0.1032
2018-11-02,2018-11-28,67.4,73.0,96,104,0,219,419,26,5181,0.0769,74.9,0.1113,67.4,0.0
2020-02-13,2020-03-10,80.5,82.8,115,118,0,248,481,26,1819,0.0226,89.4,0.1106,80.5,0.0
2020-03-25,2020-03-31,58.8,72.8,84,104,0,218,406,6,13594,0.2312,67.1,0.1412,58.7,-0.0017
2020-12-17,2021-01-18,86.1,77.3,123,110,0,232,465,32,-9265,-0.1076,86.1,0.0,75.1,-0.1278
