Ticker	Name	Buy	Sell	OverBS	Date
72132	凱基T2	0	2670	-2670	2009-09-11
72246	永豐U6	5	849	-844	2009-09-11
72221	永豐T8	199	872	-673	2009-09-11
72197P	國泰PH	84	628	-544	2009-09-11
5439	高技	0	491	-491	2009-09-11
72272	兆豐RP	30	365	-335	2009-09-11
72237	國泰PL	43	365	-322	2009-09-11
72239	群益RG	1	301	-300	2009-09-11
72143	兆豐RE	0	276	-276	2009-09-11
72212	群益RF	10	264	-254	2009-09-11
71951	康和PZ	112	365	-253	2009-09-11
8069	元太	20	255	-235	2009-09-11
72133	元大UL	30	248	-218	2009-09-11
72068	大華QZ	0	208	-208	2009-09-11
72000	康和QE	0	206	-206	2009-09-11
72166	永豐T3	0	205	-205	2009-09-11
72295	元富SB	0	204	-204	2009-09-11
72176	兆豐RH	0	203	-203	2009-09-11
72298	國泰PR	326	514	-188	2009-09-11
72158	元大US	170	349	-179	2009-09-11
1785	光洋科	3	180	-177	2009-09-11
72122	凱基S9	46	223	-177	2009-09-11
72273	日盛V8	0	169	-169	2009-09-11
72101P	寶來RD	11	160	-149	2009-09-11
72207	元富RS	0	144	-144	2009-09-11
72241	群益RJ	89	232	-143	2009-09-11
72155	元大UQ	0	130	-130	2009-09-11
72141	國泰PB	155	283	-128	2009-09-11
72206	元富RR	60	185	-125	2009-09-11
72270	國票Q9	0	125	-125	2009-09-11
3294	英濟	0	122	-122	2009-09-11
72294	元富SA	0	122	-122	2009-09-11
72136P	元大UP	226	345	-119	2009-09-11
72256	群益RK	0	111	-111	2009-09-11
72144	富邦T1	14	121	-107	2009-09-11
72151	永昌U2	83	190	-107	2009-09-11
6265	方土昶	0	104	-104	2009-09-11
72275	日盛W1	0	104	-104	2009-09-11
72230	凱基T6	0	100	-100	2009-09-11
72274	日盛V9	0	100	-100	2009-09-11
72204	日盛V6	61	155	-94	2009-09-11
5425	台半	8	100	-92	2009-09-11
72066	大華QX	10	99	-89	2009-09-11
72264	元富RV	0	86	-86	2009-09-11
72305	台証TW	2	85	-83	2009-09-11
8042	金山電	0	77	-77	2009-09-11
72097	元富RF	5	81	-76	2009-09-11
72185	凱基T4	16	90	-74	2009-09-11
72036	元大UD	0	73	-73	2009-09-11
72280	元大VC	0	73	-73	2009-09-11
72167	日盛V2	0	70	-70	2009-09-11
72223	永豐U1	0	69	-69	2009-09-11
72252	凱基U2	159	227	-68	2009-09-11
72126	群益QX	220	287	-67	2009-09-11
72053	元富QS	31	93	-62	2009-09-11
72050	國泰V5	0	60	-60	2009-09-11
72266	元富RX	0	60	-60	2009-09-11
72043	群益QM	291	346	-55	2009-09-11
72243	永豐U3	0	52	-52	2009-09-11
5475	德宏	27	77	-50	2009-09-11
72046	群益QQ	40	90	-50	2009-09-11
72105P	寶來RH	0	50	-50	2009-09-11
72196	國泰PG	20	68	-48	2009-09-11
72251	凱基U1	14	60	-46	2009-09-11
72191	元富RN	5	50	-45	2009-09-11
5351	鈺創	11	55	-44	2009-09-11
72248	永豐U8	0	44	-44	2009-09-11
3322	建舜電	0	40	-40	2009-09-11
5371	中光電	5	45	-40	2009-09-11
72299P	國泰PS	0	40	-40	2009-09-11
6231	系微	0	39	-39	2009-09-11
72162	永豐S8	319	358	-39	2009-09-11
72236	國泰PK	1	40	-39	2009-09-11
72310	康和RD	0	36	-36	2009-09-11
72118	大華RB	46	81	-35	2009-09-11
72159	元大UT	0	35	-35	2009-09-11
6147	頎邦	35	68	-33	2009-09-11
72062	國泰V7	0	31	-31	2009-09-11
1582	信錦	0	30	-30	2009-09-11
3523	迎輝	0	30	-30	2009-09-11
72142	兆豐RD	0	30	-30	2009-09-11
72255P	元大UZ	0	30	-30	2009-09-11
1565	精華	3	32	-29	2009-09-11
71997	寶來QV	1	30	-29	2009-09-11
72040	寶來QZ	2	29	-27	2009-09-11
72033	元大UA	7	33	-26	2009-09-11
72171	國泰PE	8	34	-26	2009-09-11
72300	國泰PT	15	41	-26	2009-09-11
72075P	元大UG	12	37	-25	2009-09-11
72254	元大UY	2	27	-25	2009-09-11
72200	台証TT	356	378	-22	2009-09-11
72227P	元大UW	5	27	-22	2009-09-11
3526	凡甲	9	29	-20	2009-09-11
6138	茂達	0	20	-20	2009-09-11
72138P	國泰W8	0	20	-20	2009-09-11
72169	日盛V4	0	20	-20	2009-09-11
72178	大華RE	5	25	-20	2009-09-11
72198	國泰PJ	30	50	-20	2009-09-11
72211	群益RE	0	20	-20	2009-09-11
72302	凱基U6	0	20	-20	2009-09-11
8933	愛地雅	693	110	583	2009-09-11
6274	台燿	462	0	462	2009-09-11
72322	永豐V6	376	50	326	2009-09-11
72093	元富RB	320	2	318	2009-09-11
3552	同致	315	0	315	2009-09-11
72186	康和QV	298	0	298	2009-09-11
72232	富邦T4	262	0	262	2009-09-11
72220	永豐T7	340	108	232	2009-09-11
71940	群益QG	226	0	226	2009-09-11
5364	浩騰	200	0	200	2009-09-11
72263	元富RU	197	0	197	2009-09-11
72048	群益QS	190	0	190	2009-09-11
72056	元富QV	195	5	190	2009-09-11
72127	群益QY	263	88	175	2009-09-11
72173	大華RD	213	40	173	2009-09-11
8076	伍豐	199	28	171	2009-09-11
6158	禾昌	174	8	166	2009-09-11
1815	富喬	200	40	160	2009-09-11
72074	元大UF	152	0	152	2009-09-11
3211	順達	175	24	151	2009-09-11
72055	元富QU	150	2	148	2009-09-11
72089	國泰W1	145	0	145	2009-09-11
72038P	凱基S5	143	0	143	2009-09-11
6278	台表科	160	23	136	2009-09-11
72181	群益RB	167	35	132	2009-09-11
71935	元大TR	129	0	129	2009-09-11
72290	寶來RR	148	21	127	2009-09-11
72042	寶來RB	427	305	122	2009-09-11
6188	廣明	260	150	110	2009-09-11
72244	永豐U4	285	178	107	2009-09-11
72037	元大UE	105	0	105	2009-09-11
8050	廣積	215	111	104	2009-09-11
72114	元大UH	154	51	103	2009-09-11
6121	新普	109	7	102	2009-09-11
71934	元大TQ	102	0	102	2009-09-11
71995	寶來QT	147	46	101	2009-09-11
72123	凱基T1	218	120	98	2009-09-11
72113	國泰W6	100	3	97	2009-09-11
72193	元富RQ	97	0	97	2009-09-11
72231P	凱基T7	107	10	97	2009-09-11
72072	康和QQ	155	59	96	2009-09-11
72188	元富RK	551	456	95	2009-09-11
72240	群益RH	153	60	93	2009-09-11
5347	世界	175	86	89	2009-09-11
72109	國泰W2	88	0	88	2009-09-11
72242	凱基T8	96	10	86	2009-09-11
72219	永豐T6	95	10	85	2009-09-11
72104	寶來RG	107	23	84	2009-09-11
72218	永豐T5	166	89	77	2009-09-11
72115	元大UJ	125	49	76	2009-09-11
3556	禾瑞亞	160	85	75	2009-09-11
72065	大華QW	161	87	74	2009-09-11
71987	富邦S9	70	0	70	2009-09-11
8299	群聯	137	72	65	2009-09-11
72073	康和QR	64	0	64	2009-09-11
5478	智冠	108	45	63	2009-09-11
3491	昇達科	60	0	60	2009-09-11
71929	大華QL	56	0	56	2009-09-11
72278	元大VA	205	149	56	2009-09-11
72292	元富RY	55	0	55	2009-09-11
3227	原相	118	66	52	2009-09-11
5820	日盛金	50	0	50	2009-09-11
72081	台証TN	60	11	49	2009-09-11
72210	群益RD	89	40	49	2009-09-11
3483	力致	47	2	45	2009-09-11
4909	新復興	45	0	45	2009-09-11
72161	永豐S7	176	131	45	2009-09-11
72124	群益QV	55	11	44	2009-09-11
72079	凱基S7	92	50	42	2009-09-11
72020	國泰V2	85	44	41	2009-09-11
72125	群益QW	121	81	40	2009-09-11
72225	元大UU	40	0	40	2009-09-11
8096	擎亞	40	0	40	2009-09-11
71993	寶來QR	39	0	39	2009-09-11
3260	威剛	38	0	38	2009-09-11
71956	台証TF	56	18	38	2009-09-11
72180	國泰PF	38	0	38	2009-09-11
5392	應華	43	6	37	2009-09-11
6134	萬旭	47	10	37	2009-09-11
71979	大華QN	36	0	36	2009-09-11
72044	群益QN	35	0	35	2009-09-11
72086	凱基S8	40	5	35	2009-09-11
72209	群益RC	86	51	35	2009-09-11
3264	欣銓	270	237	33	2009-09-11
6126	信音	33	0	33	2009-09-11
71947	國泰U3	32	0	32	2009-09-11
71992	寶來QQ	32	0	32	2009-09-11
72261	國泰PN	52	20	32	2009-09-11
4109	加捷	31	0	31	2009-09-11
72008	康和QJ	31	0	31	2009-09-11
72094	元富RC	31	0	31	2009-09-11
72308	群益RN	40	9	31	2009-09-11
6230	超眾	30	0	30	2009-09-11
71941	群益QH	150	120	30	2009-09-11
72063	國泰V8	30	0	30	2009-09-11
72277	台証TV	30	0	30	2009-09-11
8086	宏捷科	50	20	30	2009-09-11
8938	明安	30	0	30	2009-09-11
3553	力積	28	0	28	2009-09-11
72006	元富QQ	33	10	23	2009-09-11
