Date	Ticker	Open	High	Low	Close	Volume	Adj Close
2021-02-18	00679B	41.66	41.89	41.65	41.67	477000	41.67
2021-02-18	00687B	43.44	43.48	43.33	43.4	150000	43.4
2021-02-18	00694B	37.61	37.61	37.51	37.55	139000	37.55
2021-02-18	00695B	38.05	38.05	37.93	37.98	201000	37.98
2021-02-18	00696B	43.59	43.59	43.39	43.47	275000	43.47
2021-02-18	00697B	40.29	40.29	40.21	40.23	188000	40.23
2021-02-18	00718B	19.73	19.73	19.68	19.7	263000	19.7
2021-02-18	00719B	30.22	30.24	30.22	30.24	104000	30.24
2021-02-18	00720B	43.97	44.16	43.97	44.01	369000	44.01
2021-02-18	00721B	45.2	45.2	45.1	45.14	194000	45.14
2021-02-18	00722B	46.0	46.4	46.0	46.27	154000	46.27
2021-02-18	00723B	42.87	42.87	42.74	42.83	157000	42.83
2021-02-18	00724B	42.52	42.6	42.33	42.33	155000	42.33
2021-02-18	00725B	43.89	44.15	43.89	44.06	118000	44.06
2021-02-18	00726B	42.95	42.98	42.95	42.96	103000	42.96
2021-02-18	00727B	37.8	37.82	37.79	37.8	171000	37.8
2021-02-18	00734B	20.15	20.16	20.11	20.11	1030000	20.11
2021-02-18	00740B	47.41	47.5	47.41	47.5	102000	47.5
2021-02-18	00741B	37.57	37.57	37.53	37.53	106000	37.53
2021-02-18	00744B	41.0	41.01	40.97	40.98	130000	40.98
2021-02-18	00745B	40.1	40.2	40.1	40.2	101000	40.2
2021-02-18	00746B	44.51	44.6	44.51	44.6	112000	44.6
2021-02-18	00747B	50.35	50.6	50.35	50.6	102000	50.6
2021-02-18	00748B	41.65	41.65	41.65	41.65	100000	41.65
2021-02-18	00749B	44.5	44.5	44.4	44.43	103000	44.43
2021-02-18	00750B	44.3	44.3	44.3	44.3	100000	44.3
2021-02-18	00751B	44.83	44.84	44.6	44.75	471000	44.75
2021-02-18	00754B	45.86	45.87	45.8	45.82	111000	45.82
2021-02-18	00755B	44.33	44.47	44.32	44.34	133000	44.34
2021-02-18	00756B	45.8	45.8	45.75	45.76	103000	45.76
2021-02-18	00758B	61.2	61.25	61.2	61.25	103000	61.25
2021-02-18	00759B	70.9	70.9	70.9	70.9	100000	70.9
2021-02-18	00760B	66.65	66.65	66.6	66.65	108000	66.65
2021-02-18	00761B	46.11	46.11	46.05	46.07	113000	46.07
2021-02-18	00764B	43.29	43.51	43.29	43.4	109000	43.4
2021-02-18	00765B	39.64	39.64	39.63	39.63	101000	39.63
2021-02-18	00768B	69.25	69.45	69.25	69.35	103000	69.35
2021-02-18	00772B	44.95	45.06	44.93	44.93	344000	44.93
2021-02-18	00773B	45.58	45.58	45.56	45.58	229000	45.58
2021-02-18	00777B	44.0	44.0	44.0	44.0	100000	44.0
2021-02-18	00778B	45.7	45.7	45.7	45.7	100000	45.7
2021-02-18	00779B	44.28	44.28	44.15	44.15	101000	44.15
