Date	Ticker	Open	High	Low	Close	Volume	Adj Close
2021-02-01	00679B	43.55	43.55	43.36	43.38	502000	43.38
2021-02-01	00687B	45.39	45.39	45.25	45.25	125000	45.25
2021-02-01	00694B	37.67	37.67	37.67	37.67	102000	37.67
2021-02-01	00695B	38.49	38.49	38.45	38.45	129000	38.45
2021-02-01	00696B	45.25	45.25	45.07	45.07	237000	45.07
2021-02-01	00697B	40.93	40.93	40.85	40.9	250000	40.9
2021-02-01	00718B	19.75	19.75	19.68	19.71	377000	19.71
2021-02-01	00719B	30.29	30.33	30.29	30.31	126000	30.31
2021-02-01	00720B	44.64	44.72	44.64	44.68	168000	44.68
2021-02-01	00721B	45.17	45.2	45.12	45.15	324000	45.15
2021-02-01	00722B	47.03	47.04	47.0	47.0	118000	47.0
2021-02-01	00723B	43.88	43.88	43.78	43.78	104000	43.78
2021-02-01	00724B	42.96	43.07	42.96	43.07	108000	43.07
2021-02-01	00725B	44.35	44.35	44.15	44.17	143000	44.17
2021-02-01	00726B	43.5	43.5	43.5	43.5	103000	43.5
2021-02-01	00727B	37.67	37.68	37.67	37.68	112000	37.68
2021-02-01	00734B	20.54	20.54	20.5	20.51	1002000	20.51
2021-02-01	00740B	48.17	48.17	47.92	47.92	108000	47.92
2021-02-01	00741B	37.3	37.34	37.3	37.34	101000	37.34
2021-02-01	00744B	41.19	41.19	41.0	41.0	115000	41.0
2021-02-01	00745B	40.17	40.17	40.17	40.17	100000	40.17
2021-02-01	00746B	45.65	45.65	45.6	45.6	103000	45.6
2021-02-01	00747B	50.8	50.8	50.65	50.65	111000	50.65
2021-02-01	00748B	41.7	41.7	41.7	41.7	100000	41.7
2021-02-01	00749B	45.32	45.32	45.32	45.32	100000	45.32
2021-02-01	00750B	45.1	45.1	45.1	45.1	100000	45.1
2021-02-01	00751B	46.3	46.3	46.01	46.07	190000	46.07
2021-02-01	00754B	47.0	47.03	47.0	47.03	101000	47.03
2021-02-01	00755B	45.34	45.4	45.31	45.37	110000	45.37
2021-02-01	00756B	47.25	47.25	47.12	47.12	107000	47.12
2021-02-01	00758B	61.8	61.9	61.8	61.9	101000	61.9
2021-02-01	00759B	72.35	72.35	72.35	72.35	100000	72.35
2021-02-01	00760B	67.3	67.35	67.3	67.35	101000	67.35
2021-02-01	00761B	47.26	47.3	47.26	47.3	103000	47.3
2021-02-01	00764B	45.36	45.36	45.36	45.36	100000	45.36
2021-02-01	00765B	39.72	39.72	39.72	39.72	100000	39.72
2021-02-01	00768B	72.2	72.2	72.1	72.1	124000	72.1
2021-02-01	00772B	46.09	46.09	45.98	45.99	320000	45.99
2021-02-01	00773B	46.6	46.6	46.19	46.28	260000	46.28
2021-02-01	00777B	45.1	45.1	45.1	45.1	100000	45.1
2021-02-01	00778B	46.3	46.3	46.3	46.3	100000	46.3
2021-02-01	00779B	46.0	46.0	45.88	45.88	102000	45.88
2021-02-01	00780B	41.8	41.8	41.8	41.8	100000	41.8
2021-02-01	00781B	44.98	44.98	44.98	44.98	100000	44.98
2021-02-01	00782B	43.96	43.96	43.9	43.9	101000	43.9
2021-02-01	00784B	38.1	38.1	38.1	38.1	100000	38.1
2021-02-01	00785B	44.1	44.1	44.1	44.1	100000	44.1
