Date	Ticker	Open	High	Low	Close	Volume	Adj Close
2020-07-22	00679B	50.1	50.1	50	50.1	115000	50.1
2020-07-22	00687B	52.4	52.4	52.3	52.3	149000	52.3
2020-07-22	00694B	39.76	39.76	39.71	39.72	366000	39.72
2020-07-22	00695B	41.87	41.87	41.6	41.65	350000	41.65
2020-07-22	00696B	52.4	52.4	52.35	52.35	518000	52.35
2020-07-22	00697B	44.33	44.33	44.2	44.24	285000	44.24
2020-07-22	00718B	19.41	19.41	19.33	19.35	669000	19.35
2020-07-22	00719B	31.82	31.82	31.73	31.76	151000	31.76
2020-07-22	00720B	48.3	48.33	48.28	48.32	173000	48.32
2020-07-22	00721B	44.46	44.63	44.46	44.63	104000	44.63
2020-07-22	00722B	52.15	52.3	52.15	52.3	107000	52.3
2020-07-22	00723B	48.59	48.76	48.55	48.73	109000	48.73
2020-07-22	00724B	46.6	46.72	46.6	46.71	167000	46.71
2020-07-22	00725B	46.21	46.25	46.2	46.25	126000	46.25
2020-07-22	00726B	44.43	44.5	44.43	44.5	116000	44.5
2020-07-22	00727B	38.71	38.73	38.65	38.65	112000	38.65
2020-07-22	00734B	21.6	21.64	21.6	21.62	1006000	21.62
2020-07-22	00740B	50.8	50.85	50.8	50.85	322000	50.85
2020-07-22	00741B	38.06	38.11	38	38.09	250000	38.09
2020-07-22	00744B	40.25	40.25	40.25	40.25	100000	40.25
2020-07-22	00745B	39	39	39	39	100000	39
2020-07-22	00746B	50.15	50.15	50.05	50.1	103000	50.1
2020-07-22	00747B	49.53	49.53	49.53	49.53	111000	49.53
2020-07-22	00748B	40.77	40.77	40.77	40.77	100000	40.77
2020-07-22	00749B	47.71	47.72	47.65	47.65	124000	47.65
2020-07-22	00750B	50.05	50.05	50.05	50.05	100000	50.05
2020-07-22	00751B	51.6	52	51.6	51.95	372000	51.95
2020-07-22	00754B	53	53	52.7	52.9	114000	52.9
2020-07-22	00755B	50.05	50.25	50.05	50.25	111000	50.25
2020-07-22	00756B	50.6	50.6	50.6	50.6	100000	50.6
2020-07-22	00758B	65.2	65.2	65	65.05	116000	65.05
2020-07-22	00759B	80	80.7	80	80.5	104000	80.5
2020-07-22	00760B	68.45	68.75	68.45	68.75	139000	68.75
2020-07-22	00761B	52.6	52.65	52.6	52.65	102000	52.65
2020-07-22	00764B	53.15	53.15	53.1	53.15	108000	53.15
2020-07-22	00765B	38.8	38.8	38.8	38.8	100000	38.8
2020-07-22	00768B	82.75	82.75	82.75	82.75	100000	82.75
2020-07-22	00772B	50.9	51	50.85	50.95	644000	50.95
2020-07-22	00773B	50.8	50.8	50.65	50.8	265000	50.8
2020-07-22	00777B	50.2	50.35	50.15	50.15	103000	50.15
2020-07-22	00778B	50.6	50.8	50.6	50.8	99000	50.8
2020-07-22	00779B	53.7	53.7	53.7	53.7	100000	53.7
