Date	Ticker	Open	High	Low	Close	Volume	Value	Adj Close
2013-09-25	1256	160.5	160.5	158.5	158.5	22000	3502500	158.5
2013-09-25	1258	21.5	21.75	21.35	21.75	5000	107600	21.75
2013-09-25	1259	78.8	78.8	77.8	77.8	30000	2344800	77.8
2013-09-25	1333	6.7	6.8	6.7	6.73	83000	560190	6.73
2013-09-25	1336	10.25	10.3	10.2	10.3	31000	318750	10.3
2013-09-25	1558	140	140	139	140	63000	8791000	140
2013-09-25	1565	825	825	816	816	136000	111366000	816
2013-09-25	1566	26.1	26.7	25.8	25.85	274000	7158450	25.85
2013-09-25	1569	27.4	28.4	27.3	27.6	1045000	28975900	27.6
2013-09-25	1570	12.8	13.1	12.8	13.05	181000	2353850	13.05
2013-09-25	1580	128	129	127.5	128	166000	21286500	128
2013-09-25	1584	14.2	14.65	14.2	14.6	289000	4195450	14.6
2013-09-25	1586	21.3	22.65	21.3	22.1	264000	5807450	22.1
2013-09-25	1591	32.5	32.7	31.6	32.7	61000	1979850	32.7
2013-09-25	1593	26.8	26.9	26.4	26.4	19000	505750	26.4
2013-09-25	1595	69.1	69.3	69	69	54000	3735100	69
2013-09-25	1597	51	51.3	50	50	183000	9244800	50
2013-09-25	1599	51.5	52	50.6	50.6	136000	6976600	50.6
2013-09-25	1742	16.5	16.5	16.35	16.4	32000	525350	16.4
2013-09-25	1752	39.5	40	39	39	877000	34537900	39
2013-09-25	1777	60.3	61.5	60.3	61.1	191000	11643200	61.1
2013-09-25	1781	45.8	47	45.8	46.05	741000	34418000	46.05
2013-09-25	1784	47.7	48.6	47.2	47.4	755000	36205350	47.4
2013-09-25	1785	26.2	27.4	26	27.4	1594000	42907650	27.4
2013-09-25	1787	15.2	15.25	15.1	15.25	106000	1610050	15.25
2013-09-25	1788	86	86.7	86	86.6	183000	15813200	86.6
2013-09-25	1795	60.3	60.8	59.5	59.5	2416000	144951300	59.5
2013-09-25	1799	15.2	15.8	15.2	15.5	523000	8152500	15.5
2013-09-25	1813	43.6	44.15	43.6	43.9	98000	4306050	43.9
2013-09-25	1815	12.15	12.55	12.15	12.45	5557000	69162600	12.45
2013-09-25	2035	28.5	29.25	28.5	29.1	30000	864550	29.1
2013-09-25	2061	14.5	14.5	14.5	14.5	7000	101500	14.5
2013-09-25	2063	26	27.1	26	26.5	384000	10241400	26.5
2013-09-25	2066	119.5	122	113	118	1036000	121576500	118
2013-09-25	2221	16.5	16.5	16	16.35	417000	6792050	16.35
2013-09-25	2230	23.25	23.5	22.9	23.4	82000	1898650	23.4
2013-09-25	2233	130.5	131.5	124.5	125	1200000	152024500	125
2013-09-25	2596	18.6	18.6	18.45	18.55	146000	2709700	18.55
2013-09-25	2636	22.45	22.6	22.05	22.3	279000	6227350	22.3
2013-09-25	2640	158	158	155.5	157	214000	33526000	157
2013-09-25	2718					0	0	
2013-09-25	2719	26.9	26.9	26.25	26.45	193000	5111550	26.45
2013-09-25	2724	46.1	46.2	45.6	46	68000	3114250	46
2013-09-25	2729	278	279	273	275	62000	17058000	275
2013-09-25	2916	15.8	16	15.8	16	46000	727350	16
2013-09-25	2924	54.3	54.3	53.8	54.3	52000	2809600	54.3
2013-09-25	2926	218	230	218	224.5	680000	152715000	224.5
2013-09-25	3064	37.5	38.3	37.5	38.2	183000	6951200	38.2
2013-09-25	3066	6.6	6.65	6.6	6.65	17000	112570	6.65
2013-09-25	3067	16.05	16.1	16.05	16.1	11000	176800	16.1
2013-09-25	3068	34.95	35.4	34.95	35.05	39000	1372200	35.05
2013-09-25	3078	11.25	11.65	11.25	11.5	1678000	19220900	11.5
2013-09-25	3083	49.6	52.9	49.6	52.9	804000	42038300	52.9
2013-09-25	3085	13.8	14.9	13.8	14.9	701000	10364300	14.9
2013-09-25	3086	10.5	11.2	10.5	11.2	1447000	16156500	11.2
2013-09-25	3088	39.25	39.3	38.75	38.9	599000	23301050	38.9
2013-09-25	3089	40	42.1	40	42.1	3620000	148329800	42.1
2013-09-25	3092	10.2	10.25	10.05	10.25	33000	336400	10.25
2013-09-25	3093	40.55	41.25	40.55	41.25	6000	246200	41.25
2013-09-25	3095	6.4	6.42	6.32	6.32	258000	1640590	6.32
2013-09-25	3105	28.2	28.5	28	28	8753000	246749950	28
2013-09-25	3114	11.95	11.95	11.8	11.85	56000	663900	11.85
