Ticker	Name	Buy	Sell	OverBS	Date
5490	同亨	0	507	-507	2013-08-26
3556	禾瑞亞	63	400	-337	2013-08-26
4979	華星光	0	260	-260	2013-08-26
8121	越峰	150	336	-186	2013-08-26
8406	F-金可	0	105	-105	2013-08-26
3658	漢微科	0	66	-66	2013-08-26
3689	湧德	40	100	-60	2013-08-26
1558	伸興	15	30	-15	2013-08-26
6274	台燿	1970	0	1970	2013-08-26
5347	世界	1874	0	1874	2013-08-26
5425	台半	1000	0	1000	2013-08-26
4107	邦特	974	180	794	2013-08-26
5349	先豐	780	0	780	2013-08-26
6147	頎邦	500	0	500	2013-08-26
4114	健喬	318	0	318	2013-08-26
4162	智擎	290	0	290	2013-08-26
4207	環泰	253	0	253	2013-08-26
4736	泰博	223	0	223	2013-08-26
8936	國統	211	0	211	2013-08-26
6245	立端	681	539	142	2013-08-26
3479	安勤	138	0	138	2013-08-26
6279	胡連	134	0	134	2013-08-26
6121	新普	94	0	94	2013-08-26
4126	太醫	92	0	92	2013-08-26
3176	基亞	85	0	85	2013-08-26
4401	東隆興	80	0	80	2013-08-26
4152	台微體	74	0	74	2013-08-26
3611	鼎翰	55	0	55	2013-08-26
5489	彩富	50	0	50	2013-08-26
8042	金山電	90	61	29	2013-08-26
5903	全家	24	0	24	2013-08-26
5274	信驊	16	0	16	2013-08-26
4947	F-昂寶	8	0	8	2013-08-26
1580	新麥	5	0	5	2013-08-26
8255	朋程	5	1	4	2013-08-26
8299	群聯	1	0	1	2013-08-26
