Date	Ticker	Open	High	Low	Close	Volume	Value	Adj Close
2007-10-23	01006T	7.48	7.49	7.47	7.49	249000	1863790	7.49
2007-10-23	1107	0.59	0.59	0.59	0.59	9000	5310	0.59
2007-10-23	1333	21.55	21.9	21.55	21.9	235000	5102900	21.9
2007-10-23	1565	154.5	156.5	153	154.5	191000	29535500	154.5
2007-10-23	1569	26.9	26.9	26.6	26.8	55000	1471400	26.8
2007-10-23	1570	29.1	29.8	29.1	29.65	111000	3270650	29.65
2007-10-23	1582	142	143.5	141.5	142.5	87000	12393500	142.5
2007-10-23	1742	44	44	43.6	43.7	61000	2674800	43.7
2007-10-23	1777	35.9	35.9	35	35.05	44000	1547850	35.05
2007-10-23	1781	31.1	31.1	30.1	30.9	51000	1557450	30.9
2007-10-23	1784	105.5	105.5	101.5	102	146000	15061500	102
2007-10-23	1785	176	181	175	178	2761000	492155000	178
2007-10-23	1787	16.6	16.6	16.45	16.55	42000	694500	16.55
2007-10-23	1807	0.91	0.93	0.9	0.93	233000	215800	0.93
2007-10-23	1815	32.8	33.05	32.7	33.05	279000	9184350	33.05
2007-10-23	2035	31.8	31.8	31.15	31.3	1199000	37612950	31.3
2007-10-23	2059	173	175.5	172	173	152000	26291500	173
2007-10-23	2114	43.95	43.95	43.5	43.75	40000	1749950	43.75
2007-10-23	2221	32	33.4	32	32.5	14000	453900	32.5
2007-10-23	2326	1.41	1.41	1.41	1.41	101000	142410	1.41
2007-10-23	2410	1.9	2.03	1.9	2	275000	551090	2
2007-10-23	2916	23.85	23.9	23.85	23.9	13000	310100	23.9
2007-10-23	2921	25.6	25.8	25.5	25.7	33000	847100	25.7
2007-10-23	3053	2.08	2.08	2.08	2.08	1000	2080	2.08
2007-10-23	3064	234	238	231.5	232	1411000	331450000	232
2007-10-23	3066	35	36.2	34.7	36.1	618000	22000350	36.1
2007-10-23	3067	19	19.7	18.9	19.7	15000	286100	19.7
2007-10-23	3069	18.5	19.4	18.3	19.2	72000	1354150	19.2
2007-10-23	3071	10.3	10.3	9.86	10	908000	9130950	10
2007-10-23	3073	61.4	61.4	55.9	57.5	1634000	94930700	57.5
2007-10-23	3078	22	22.3	21.9	22	326000	7179950	22
2007-10-23	3079	17.9	18.15	17.9	18	120000	2158400	18
2007-10-23	3080	78.2	78.3	77	77	1490000	115537000	77
2007-10-23	3083	89.9	91	89.9	90.1	132000	11922100	90.1
2007-10-23	3085	68.5	71.3	68.5	70	186000	13006800	70
2007-10-23	3086	16.6	17.4	16.6	17.4	341000	5766950	17.4
2007-10-23	3087	15.1	15.2	14.65	15.2	5005000	75221950	15.2
