Date	Ticker	Open	High	Low	Close	Volume	Adj Close
2021-03-11	00679B	40.28	40.28	40.0	40.04	504000	40.04
2021-03-11	00687B	42.21	42.21	41.97	42.0	132000	42.0
2021-03-11	00694B	37.86	37.88	37.8	37.88	102000	37.88
2021-03-11	00695B	37.48	37.48	37.35	37.35	109000	37.35
2021-03-11	00696B	42.22	42.22	41.91	41.97	292000	41.97
2021-03-11	00697B	39.9	39.9	39.77	39.78	130000	39.78
2021-03-11	00718B	19.5	19.5	19.4	19.43	296000	19.43
2021-03-11	00719B	30.55	30.55	30.37	30.42	118000	30.42
2021-03-11	00720B	42.52	42.52	42.22	42.25	256000	42.25
2021-03-11	00721B	44.66	44.66	44.59	44.59	101000	44.59
2021-03-11	00722B	44.67	44.68	44.63	44.67	104000	44.67
2021-03-11	00723B	41.3	41.3	41.22	41.22	101000	41.22
2021-03-11	00724B	40.88	40.91	40.86	40.91	120000	40.91
2021-03-11	00725B	42.5	42.51	42.41	42.43	119000	42.43
2021-03-11	00726B	41.26	41.3	41.21	41.3	152000	41.3
2021-03-11	00727B	38.39	38.39	38.23	38.29	166000	38.29
2021-03-11	00734B	19.1	19.42	19.1	19.4	1100000	19.4
2021-03-11	00740B	45.79	45.82	45.77	45.8	126000	45.8
2021-03-11	00741B	37.65	37.65	37.62	37.65	115000	37.65
2021-03-11	00744B	40.95	41.1	40.95	41.02	151000	41.02
2021-03-11	00745B	40.32	40.32	40.3	40.3	100000	40.3
2021-03-11	00746B	43.18	43.2	43.14	43.2	101000	43.2
2021-03-11	00747B	50.9	50.9	50.85	50.85	101000	50.85
2021-03-11	00748B	40.89	41.0	40.89	41.0	103000	41.0
2021-03-11	00749B	41.7	41.7	41.7	41.7	100000	41.7
2021-03-11	00750B	42.43	42.46	42.43	42.46	101000	42.46
2021-03-11	00751B	43.2	43.25	43.09	43.14	243000	43.14
2021-03-11	00754B	43.98	43.98	43.92	43.92	101000	43.92
2021-03-11	00755B	42.53	42.53	42.4	42.4	131000	42.4
2021-03-11	00756B	43.19	43.28	43.19	43.27	112000	43.27
2021-03-11	00758B	59.3	59.3	59.3	59.3	100000	59.3
2021-03-11	00759B	67.5	67.5	67.5	67.5	100000	67.5
2021-03-11	00760B	63.5	63.55	63.4	63.55	156000	63.55
2021-03-11	00761B	44.24	44.55	44.24	44.46	102000	44.46
2021-03-11	00764B	42.08	42.08	41.95	41.95	154000	41.95
2021-03-11	00765B	39.86	39.86	39.86	39.86	100000	39.86
2021-03-11	00768B	66.7	66.7	66.7	66.7	100000	66.7
2021-03-11	00772B	43.12	43.23	43.06	43.08	662000	43.08
2021-03-11	00773B	43.66	43.66	43.51	43.62	217000	43.62
2021-03-11	00777B	42.24	42.24	42.24	42.24	100000	42.24
2021-03-11	00778B	43.59	43.59	43.59	43.59	100000	43.59
