Date	Ticker	Open	High	Low	Close	Volume	Adj Close
2020-09-21	00679B	48.39	48.39	48.09	48.11	598000	48.11
2020-09-21	00687B	50.7	50.7	50.35	50.45	242000	50.45
2020-09-21	00694B	39.2	39.2	39.07	39.09	413000	39.09
2020-09-21	00695B	41.02	41.02	40.83	40.83	389000	40.83
2020-09-21	00696B	50.75	50.75	50.5	50.5	458000	50.5
2020-09-21	00697B	43.59	43.59	43.36	43.48	1143000	43.48
2020-09-21	00718B	19.3	19.3	19.21	19.23	552000	19.23
2020-09-21	00719B	31.45	31.45	31.35	31.39	314000	31.39
2020-09-21	00720B	46.78	46.78	46.42	46.42	344000	46.42
2020-09-21	00721B	44.28	44.28	44.02	44.04	976000	44.04
2020-09-21	00722B	50.15	50.25	49.94	50.25	114000	50.25
2020-09-21	00723B	46.65	46.83	46.65	46.69	115000	46.69
2020-09-21	00724B	45.5	45.5	45.04	45.12	156000	45.12
2020-09-21	00725B	44.96	44.96	44.9	44.9	101000	44.9
2020-09-21	00726B	44.7	44.7	44.65	44.65	106000	44.65
2020-09-21	00727B	38.62	38.62	38.41	38.41	80000	38.41
2020-09-21	00734B	21.36	21.4	21.36	21.4	1003000	21.4
2020-09-21	00740B	49.29	49.29	49.1	49.1	335000	49.1
2020-09-21	00741B	38.03	38.03	37.86	37.86	270000	37.86
2020-09-21	00744B	40.65	40.65	40.61	40.61	102000	40.61
2020-09-21	00745B	39.37	39.61	39.37	39.61	101000	39.61
2020-09-21	00746B	48.0	48.03	48.0	48.03	105000	48.03
2020-09-21	00747B	50.5	50.65	50.5	50.55	136000	50.55
2020-09-21	00748B	40.7	40.7	40.7	40.7	100000	40.7
2020-09-21	00749B	47.07	47.07	47.07	47.07	100000	47.07
2020-09-21	00750B	48.11	48.11	48.11	48.11	100000	48.11
2020-09-21	00751B	49.0	49.0	48.78	48.79	476000	48.79
2020-09-21	00754B	49.84	49.84	49.75	49.75	102000	49.75
2020-09-21	00755B	47.81	47.81	47.4	47.49	130000	47.49
2020-09-21	00756B	49.15	49.3	49.03	49.04	189000	49.04
2020-09-21	00758B	61.55	61.55	61.5	61.5	117000	61.5
2020-09-21	00759B	75.5	75.6	75.45	75.6	103000	75.6
2020-09-21	00760B	67.9	67.9	67.65	67.65	106000	67.65
2020-09-21	00761B	50.0	50.0	50.0	50.0	100000	50.0
2020-09-21	00764B	51.1	51.1	50.8	50.95	154000	50.95
2020-09-21	00765B	38.91	38.91	38.91	38.91	100000	38.91
2020-09-21	00768B	80.0	80.0	80.0	80.0	100000	80.0
2020-09-21	00772B	48.56	48.57	48.38	48.38	268000	48.38
2020-09-21	00773B	49.01	49.01	48.7	48.7	209000	48.7
2020-09-21	00777B	47.4	47.4	47.4	47.4	100000	47.4
2020-09-21	00778B	48.35	48.35	48.35	48.35	100000	48.35
2020-09-21	00779B	51.4	51.55	51.4	51.5	129000	51.5
2020-09-21	00780B	43.3	43.3	43.3	43.3	100000	43.3
2020-09-21	00781B	47.5	47.5	47.5	47.5	100000	47.5
2020-09-21	00782B	46.35	46.35	46.35	46.35	100000	46.35
2020-09-21	00784B	39.77	39.8	39.65	39.65	205000	39.65
2020-09-21	00785B	46.1	46.1	46.05	46.05	200000	46.05
2020-09-21	00786B	45.2	45.2	44.98	44.98	19000	44.98
2020-09-21	00787B	45.93	46.01	45.92	45.92	38000	45.92
2020-09-21	00788B	44.85	44.86	44.79	44.79	101000	44.79
2020-09-21	00789B	71.5	71.5	71.5	71.5	100000	71.5
2020-09-21	00790B	68.15	68.15	68.15	68.15	100000	68.15
2020-09-21	00791B	59.25	59.35	58.85	58.85	105000	58.85
2020-09-21	00792B	46.29	46.29	46.29	46.29	100000	46.29
2020-09-21	00793B	46.38	46.38	46.19	46.19	119000	46.19
2020-09-21	00794B	38.81	38.81	38.73	38.73	103000	38.73
2020-09-21	00795B	49.0	49.0	48.65	48.65	254000	48.65
2020-09-21	00796B	38.45	38.46	38.43	38.45	245000	38.45
2020-09-21	00799B	45.58	45.58	45.4	45.4	101000	45.4
2020-09-21	00831B	38.21	38.21	38.21	38.21	50000	38.21
2020-09-21	00832B	49.6	49.6	49.6	49.6	50000	49.6
2020-09-21	00833B	47.46	47.51	47.46	47.51	100000	47.51
2020-09-21	00834B	45.5	45.51	45.5	45.51	100000	45.51
2020-09-21	00836B	43.94	43.94	43.5	43.59	291000	43.59
2020-09-21	00838B	37.82	37.85	37.82	37.85	105000	37.85
2020-09-21	00839B	44.9	44.9	44.9	44.9	100000	44.9
2020-09-21	00840B	43.43	43.43	43.43	43.43	100000	43.43
2020-09-21	00841B	43.94	43.94	43.94	43.94	100000	43.94
2020-09-21	00842B	43.39	43.39	43.39	43.39	100000	43.39
2020-09-21	00843B	38.12	38.12	38.12	38.12	100000	38.12
2020-09-21	00844B	43.14	43.14	43.14	43.14	2000	43.14
2020-09-21	00845B	38.91	38.91	38.79	38.79	226000	38.79
2020-09-21	00846B	40.08	40.08	39.94	39.94	230000	39.94
2020-09-21	00847B	38.83	38.83	38.63	38.63	255000	38.63
2020-09-21	00848B	39.84	39.84	39.7	39.7	260000	39.7
2020-09-21	00849B	38.38	38.38	38.33	38.33	260000	38.33
2020-09-21	00853B	----	----	----	----	0	----
2020-09-21	00854B	41.53	41.53	41.38	41.39	116000	41.39
2020-09-21	00855B	38.36	38.36	38.16	38.16	137000	38.16
2020-09-21	00856B	38.05	38.05	38.05	38.05	100000	38.05
2020-09-21	00857B	42.89	42.89	42.89	42.89	100000	42.89
