Date	Ticker	Open	High	Low	Close	Volume	Adj Close
2020-06-30	00679B	49.42	49.42	49.29	49.38	1342000	49.38
2020-06-30	00687B	51.75	51.75	51.65	51.75	105000	51.75
2020-06-30	00694B	40	40	39.97	40	340000	40
2020-06-30	00695B	41.86	41.86	41.77	41.77	319000	41.77
2020-06-30	00696B	51.9	51.95	51.7	51.95	511000	51.95
2020-06-30	00697B	44.12	44.13	44.12	44.13	792000	44.13
2020-06-30	00718B	19.26	19.28	19.2	19.27	576000	19.27
2020-06-30	00719B	31.87	31.87	31.83	31.87	1021000	31.87
2020-06-30	00720B	46.15	46.15	46.05	46.14	580000	46.14
2020-06-30	00721B	44.1	44.15	44	44.11	2085000	44.11
2020-06-30	00722B	50.1	50.2	50	50.2	125000	50.2
2020-06-30	00723B	46.44	46.49	46.44	46.49	104000	46.49
2020-06-30	00724B	45.26	45.26	45.14	45.16	110000	45.16
2020-06-30	00725B	44.36	44.45	44.33	44.37	137000	44.37
2020-06-30	00726B	43.78	43.78	43.72	43.76	105000	43.76
2020-06-30	00727B	38.43	38.55	38.43	38.55	126000	38.55
2020-06-30	00734B	21.21	21.21	21.15	21.2	1024000	21.2
2020-06-30	00740B	48.77	48.96	48.77	48.9	377000	48.9
2020-06-30	00741B	37.65	37.7	37.64	37.7	246000	37.7
2020-06-30	00744B	40.55	40.65	40.55	40.65	101000	40.65
2020-06-30	00745B	38.39	38.69	38.39	38.69	131000	38.69
2020-06-30	00746B	48.04	48.04	47.66	47.93	106000	47.93
2020-06-30	00747B	49.38	49.52	49.38	49.48	285000	49.48
2020-06-30	00748B	40.54	40.61	40.47	40.57	103000	40.57
2020-06-30	00749B	46.4	46.53	46.4	46.41	107000	46.41
2020-06-30	00750B	47.9	48.03	47.9	48.03	101000	48.03
2020-06-30	00751B	48.74	48.74	48.6	48.67	615000	48.67
2020-06-30	00754B	49.77	49.9	49.77	49.9	113000	49.9
2020-06-30	00755B	47.25	47.4	47.25	47.4	112000	47.4
2020-06-30	00756B	48.25	48.4	48.18	48.4	132000	48.4
2020-06-30	00758B	62	62	61.3	61.35	275000	61.35
2020-06-30	00759B	76.35	76.35	76.35	76.35	100000	76.35
2020-06-30	00760B	66.15	66.15	66.15	66.15	101000	66.15
2020-06-30	00761B	50.05	50.1	50.05	50.1	107000	50.1
2020-06-30	00764B	52.1	52.4	52.1	52.4	108000	52.4
2020-06-30	00765B	38.52	38.52	38.52	38.52	100000	38.52
2020-06-30	00768B	81.7	82	81.7	81.9	821000	81.9
2020-06-30	00772B	48.3	48.39	48.3	48.38	643000	48.38
2020-06-30	00773B	48.65	48.71	48.6	48.71	220000	48.71
2020-06-30	00777B	47.43	47.63	47.43	47.55	116000	47.55
2020-06-30	00778B	48.27	48.59	48.27	48.52	124000	48.52
2020-06-30	00779B	52.95	53.25	52.75	53.25	176000	53.25
2020-06-30	00780B	43.6	43.6	43.6	43.6	100000	43.6
2020-06-30	00781B	47.51	47.62	47.51	47.62	101000	47.62
2020-06-30	00782B	46.4	46.4	46.4	46.4	100000	46.4
2020-06-30	00784B	40.33	40.43	40.33	40.43	201000	40.43
2020-06-30	00785B	46.3	46.35	46.3	46.35	200000	46.35
2020-06-30	00786B	45.35	45.35	45.18	45.31	204000	45.31
2020-06-30	00787B	46.4	46.4	46.11	46.31	988000	46.31
2020-06-30	00788B	44.94	44.94	44.68	44.87	1142000	44.87
2020-06-30	00789B	71.35	71.35	71.1	71.1	205000	71.1
2020-06-30	00790B	68.25	68.3	68.1	68.15	712000	68.15
2020-06-30	00791B	59.45	59.45	59.3	59.4	210000	59.4
2020-06-30	00792B	46.31	46.31	46.31	46.31	100000	46.31
2020-06-30	00793B	46.16	46.28	46.16	46.28	103000	46.28
2020-06-30	00794B	38.71	38.72	38.57	38.62	109000	38.62
2020-06-30	00795B	49.9	49.9	49.73	49.76	233000	49.76
2020-06-30	00796B	38.66	39.05	38.65	38.85	331000	38.85
2020-06-30	00798B	42.46	42.55	42.46	42.55	118000	42.55
2020-06-30	00799B	45.66	45.82	45.66	45.82	118000	45.82
2020-06-30	00831B	39.03	39.04	39.03	39.04	172000	39.04
2020-06-30	00832B	50.9	50.9	50.9	50.9	50000	50.9
2020-06-30	00833B	48.82	48.96	48.82	48.96	211000	48.96
2020-06-30	00834B	45.63	45.75	45.63	45.75	200000	45.75
2020-06-30	00836B	43.47	43.65	43.47	43.65	102000	43.65
2020-06-30	00838B	37.7	37.74	37.7	37.7	100000	37.7
2020-06-30	00839B	45.01	45.19	45.01	45.13	108000	45.13
2020-06-30	00840B	43.53	43.64	43.53	43.64	105000	43.64
2020-06-30	00841B	44.03	44.18	44.03	44.18	113000	44.18
2020-06-30	00842B	43.55	43.84	43.46	43.66	195000	43.66
