Ticker	Name	Buy	Sell	OverBS	Date
5346	力晶	-10434000	599067000	7660	2009-03-24
6016	康和證	-5844000	5989000	910	2009-03-24
6214	精誠	-330000	13309000	4970	2009-03-24
5466	泰林	-241000	16268000	6270	2009-03-24
3293	鈊象	-210000	6460000	10630	2009-03-24
1815	富喬	-188000	546000	220	2009-03-24
6015	宏遠證	-174000	1016000	230	2009-03-24
3562	頂晶科	-167000	509000	1840	2009-03-24
8053	巨擘	-135000	76322000	17600	2009-03-24
6180	橘子	-134000	45985000	28960	2009-03-24
6509	聚和	-129000	467000	320	2009-03-24
6022	大眾證	-116000	801000	260	2009-03-24
6261	久元	-115000	3888000	4220	2009-03-24
8039	台虹	-109000	36533000	22340	2009-03-24
6111	大宇資	-99000	1254000	5020	2009-03-24
6008	凱基證	2899000	580899000	22880	2009-03-24
5347	世界	1022000	166180000	9800	2009-03-24
5701	劍湖山	654000	3215000	770	2009-03-24
6182	合晶	275000	18064000	7690	2009-03-24
8069	元太	265000	9971000	1470	2009-03-24
5371	中光電	257000	83158000	11480	2009-03-24
6147	頎邦	215000	23725000	7590	2009-03-24
5326	漢磊	201000	29371000	8660	2009-03-24
5425	台半	191000	19823000	8119	2009-03-24
3260	威剛	188000	8578000	5060	2009-03-24
5483	中美晶	176000	14076000	6360	2009-03-24
6231	系微	170000	5893000	17990	2009-03-24
8099	大世科	163000	195000	290	2009-03-24
6233	旺玖	129000	3474000	4019	2009-03-24
6187	萬潤	125000	708000	1240	2009-03-24
