EntryDate,ExitDate,EntryPrice,ExitPrice,EntryCommission,ExitCommission,EntryTax,ExitTax,TotalCost,HoldingPeriod,Net,Ret,MaxPriceBetweeenHolding,MaxRetBetweeenHolding,MinPriceBetweeenHolding,MinRetBetweeenHolding
2012-08-07,2012-08-16,38.4,42.5,55,61,0,128,244,9,3856,0.1004,42.4,0.1042,38.4,0.0
2012-11-08,2013-02-21,40.0,43.8,57,62,0,131,250,105,3550,0.0887,44.25,0.1062,40.0,0.0
2013-05-03,2013-07-12,49.85,41.55,71,59,0,125,255,70,-8555,-0.1716,49.85,0.0,40.5,-0.1876
2013-08-19,2013-10-15,40.7,36.05,58,51,0,108,217,57,-4867,-0.1196,40.7,0.0,36.2,-0.1106
2013-11-01,2014-06-09,38.5,43.0,55,61,0,129,245,220,4255,0.1105,42.7,0.1091,38.5,0.0
2014-09-01,2014-09-19,46.15,42.0,66,60,0,126,252,18,-4402,-0.0954,46.15,0.0,40.85,-0.1148
2014-11-11,2015-01-27,28.6,31.4,41,45,0,94,180,77,2620,0.0916,31.9,0.1154,28.6,0.0
2015-04-08,2015-05-19,32.3,29.05,46,41,0,87,174,41,-3424,-0.106,32.3,0.0,29.0,-0.1022
2015-06-05,2015-06-17,29.3,25.5,42,36,0,76,154,12,-3954,-0.1349,29.3,0.0,25.45,-0.1314
2015-09-09,2015-11-16,16.9,15.0,24,21,0,45,90,68,-1990,-0.1178,16.9,0.0,15.15,-0.1036
2015-12-11,2016-01-07,14.95,13.3,21,20,0,40,81,27,-1731,-0.1158,14.95,0.0,13.45,-0.1003
2016-02-01,2016-03-01,13.3,14.65,20,21,0,44,85,29,1265,0.0951,14.65,0.1015,13.3,0.0
2016-04-11,2016-05-04,15.25,13.45,22,20,0,40,82,23,-1882,-0.1234,15.25,0.0,13.65,-0.1049
2016-05-30,2016-06-20,13.8,15.05,20,21,0,45,86,21,1164,0.0843,15.25,0.1051,13.8,0.0
2016-07-18,2016-09-23,15.1,16.6,22,24,0,50,96,67,1404,0.093,17.1,0.1325,15.1,0.0
2016-11-28,2016-12-15,13.95,15.35,20,22,0,46,88,17,1312,0.0941,15.6,0.1183,13.95,0.0
2017-02-07,2017-02-16,16.95,18.3,24,26,0,55,105,9,1245,0.0735,18.85,0.1121,16.95,0.0
2017-03-20,2017-03-24,18.6,20.85,27,30,0,63,120,4,2130,0.1145,20.5,0.1022,18.6,0.0
2017-07-10,2017-07-24,21.6,23.6,31,34,0,71,136,14,1864,0.0863,23.9,0.1065,21.6,0.0
2017-08-23,2017-09-12,25.25,22.6,36,32,0,68,136,20,-2786,-0.1103,25.25,0.0,22.2,-0.1208
2017-10-11,2017-11-10,23.15,25.1,33,36,0,75,144,30,1806,0.078,25.9,0.1188,23.15,0.0
2018-01-03,2018-02-07,24.3,21.45,35,31,0,64,130,35,-2980,-0.1226,24.3,0.0,21.25,-0.1255
2018-03-15,2018-04-03,21.1,22.8,30,32,0,68,130,19,1570,0.0744,23.3,0.1043,21.1,0.0
2018-06-05,2018-08-29,22.65,24.6,32,35,0,74,141,85,1809,0.0799,25.2,0.1126,22.65,0.0
2018-10-05,2018-10-12,23.45,20.0,33,28,0,60,121,7,-3571,-0.1523,23.45,0.0,20.35,-0.1322
2018-11-08,2018-12-10,21.0,23.3,30,33,0,70,133,32,2167,0.1032,23.85,0.1357,21.0,0.0
2019-01-29,2019-03-05,21.3,23.95,30,34,0,72,136,35,2514,0.118,24.5,0.1502,21.3,0.0
2019-04-02,2019-04-11,25.05,27.4,36,39,0,82,157,9,2193,0.0875,27.8,0.1098,25.05,0.0
2019-06-17,2019-11-12,22.55,20.35,32,29,0,61,122,148,-2322,-0.103,22.55,0.0,20.0,-0.1131
2020-01-30,2020-03-06,21.2,19.4,30,28,0,58,116,36,-1916,-0.0904,21.2,0.0,19.05,-0.1014
2020-04-10,2020-05-04,14.1,15.05,20,21,0,45,86,24,864,0.0613,16.5,0.1702,14.1,0.0
2020-06-05,2020-06-09,14.9,15.75,21,22,0,47,90,4,760,0.051,17.15,0.151,14.9,0.0
2020-10-26,2020-11-10,13.25,14.95,20,21,0,45,86,15,1614,0.1218,15.2,0.1472,13.25,0.0
2021-01-05,2021-04-13,15.4,18.4,22,26,0,55,103,98,2897,0.1881,18.3,0.1883,15.4,0.0
2021-06-04,2021-06-11,15.7,17.8,22,25,0,53,100,7,2000,0.1274,18.0,0.1465,15.7,0.0
2021-09-03,2021-10-06,19.05,17.9,27,26,0,54,107,33,-1257,-0.066,19.05,0.0,16.9,-0.1129
2021-10-29,2021-11-19,17.6,19.65,25,28,0,59,112,21,1938,0.1101,20.45,0.1619,17.6,0.0
2022-03-29,2022-04-19,19.6,18.05,28,26,0,54,108,21,-1658,-0.0846,19.6,0.0,17.6,-0.102
2022-05-13,2022-05-23,17.55,21.85,25,31,0,66,122,10,4178,0.2381,20.2,0.151,17.55,0.0
