EntryDate,ExitDate,EntryPrice,ExitPrice,EntryCommission,ExitCommission,EntryTax,ExitTax,TotalCost,HoldingPeriod,Net,Ret,MaxPriceBetweeenHolding,MaxRetBetweeenHolding,MinPriceBetweeenHolding,MinRetBetweeenHolding
2012-08-09,2012-08-17,42.95,47.0,61,67,0,141,269,8,3781,0.088,47.3,0.1013,42.95,0.0
2012-09-26,2013-08-06,45.25,39.9,64,57,0,120,241,314,-5591,-0.1236,45.25,0.0,39.25,-0.1326
2013-08-26,2014-02-11,42.25,44.7,60,64,0,134,258,169,2192,0.0519,46.5,0.1006,42.25,0.0
2014-02-20,2014-04-02,44.6,46.1,64,66,0,138,268,41,1232,0.0276,50.5,0.1323,44.6,0.0
2014-05-07,2014-07-11,47.5,42.3,68,60,0,127,255,65,-5455,-0.1148,47.5,0.0,41.65,-0.1232
2014-08-01,2014-08-19,41.8,38.5,60,55,0,116,231,18,-3531,-0.0845,41.8,0.0,37.2,-0.11
2014-09-11,2015-04-10,39.0,47.3,56,67,0,142,265,211,8035,0.206,44.25,0.1346,39.0,0.0
2015-06-24,2015-07-09,37.95,32.2,54,46,0,97,197,15,-5947,-0.1567,37.95,0.0,34.0,-0.1041
2015-09-09,2015-10-23,27.8,27.65,40,39,0,83,162,44,-312,-0.0112,30.6,0.1007,27.8,0.0
2015-11-11,2015-12-04,28.1,29.75,40,42,0,89,171,23,1479,0.0526,31.2,0.1103,28.1,0.0
2016-01-29,2016-03-25,29.55,33.0,42,47,0,99,188,56,3262,0.1104,33.5,0.1337,29.55,0.0
2016-05-20,2016-07-14,32.4,41.5,46,59,0,124,229,55,8871,0.2738,37.8,0.1667,32.4,0.0
2016-09-10,2016-11-10,34.3,30.2,49,43,0,91,183,61,-4283,-0.1249,34.3,0.0,30.8,-0.102
2016-11-24,2017-03-22,31.9,34.4,45,49,0,103,197,118,2303,0.0722,35.25,0.105,31.9,0.0
2017-06-02,2017-07-12,32.8,29.5,47,42,0,88,177,40,-3477,-0.106,32.8,0.0,29.5,-0.1006
2017-08-10,2018-03-12,30.05,27.7,43,39,0,83,165,214,-2515,-0.0837,30.05,0.0,27.0,-0.1015
2018-04-20,2018-07-05,27.0,24.9,38,35,0,75,148,76,-2248,-0.0833,27.0,0.0,24.05,-0.1093
2018-07-18,2018-07-27,25.55,26.9,36,38,0,81,155,9,1195,0.0468,28.15,0.1018,25.55,0.0
2018-09-04,2018-11-12,25.35,26.2,36,37,0,79,152,69,698,0.0275,27.95,0.1026,25.25,-0.0039
2018-12-13,2019-04-22,26.5,28.65,38,41,0,86,165,130,1985,0.0749,29.2,0.1019,26.5,0.0
2019-06-04,2019-07-26,27.5,30.9,39,44,0,93,176,52,3224,0.1172,30.9,0.1236,27.5,0.0
2019-09-09,2020-02-03,29.05,26.4,41,38,0,79,158,147,-2808,-0.0967,29.05,0.0,26.0,-0.105
2020-02-17,2020-03-16,27.8,24.95,40,36,0,75,151,28,-3001,-0.1079,27.8,0.0,23.4,-0.1583
2020-04-07,2020-05-07,25.8,28.6,37,41,0,86,164,30,2636,0.1022,28.6,0.1085,25.8,0.0
2020-06-09,2020-08-14,29.75,32.2,42,46,0,97,185,66,2265,0.0761,33.3,0.1193,29.75,0.0
2020-10-13,2020-12-10,34.3,38.75,49,55,0,116,220,58,4230,0.1233,39.0,0.137,34.3,0.0
2021-02-19,2021-03-23,38.25,43.1,55,61,0,129,245,32,4605,0.1204,45.5,0.1895,38.25,0.0
2021-06-02,2021-06-18,57.5,65.7,82,94,0,197,373,16,7827,0.1361,68.2,0.1861,57.5,0.0
2021-08-09,2021-08-12,72.0,74.0,103,105,0,222,430,3,1570,0.0218,83.0,0.1528,72.0,0.0
2021-10-14,2021-12-22,77.2,77.9,110,111,0,234,455,69,245,0.0032,85.0,0.101,77.2,0.0
2022-01-03,2022-01-05,86.0,94.5,123,135,0,284,542,2,7958,0.0925,95.0,0.1047,86.0,0.0
2022-02-21,2022-05-12,87.2,98.5,124,140,0,296,560,80,10740,0.1232,97.1,0.1135,87.2,0.0
