ts,close,volume,bid_price,bid_volume,ask_price,ask_volume,tick_type,datetime
1645520416963847000,17.25,606,17.2,28,17.25,19,1,2022-02-22 09:00:16
1645520417002382000,17.25,19,17.2,28,17.3,26,1,2022-02-22 09:00:17
1645520417017145000,17.3,10,17.2,28,17.3,16,1,2022-02-22 09:00:17
1645520417125252000,17.3,9,17.2,29,17.3,7,1,2022-02-22 09:00:17
1645520417279883000,17.3,7,17.2,29,17.3,2,1,2022-02-22 09:00:17
1645520417361901000,17.25,1,17.2,29,17.3,2,1,2022-02-22 09:00:17
1645520417433487000,17.3,2,17.2,29,17.35,43,1,2022-02-22 09:00:17
1645520417433487000,17.35,3,17.2,29,17.35,43,1,2022-02-22 09:00:17
1645520417907546000,17.2,1,17.2,28,17.35,43,2,2022-02-22 09:00:17
1645520418114275000,17.35,1,17.2,28,17.35,42,1,2022-02-22 09:00:18
1645520418220108000,17.35,2,17.2,28,17.35,40,1,2022-02-22 09:00:18
1645520418398705000,17.35,1,17.2,28,17.35,39,1,2022-02-22 09:00:18
1645520418964526000,17.35,1,17.2,28,17.35,38,1,2022-02-22 09:00:18
1645520420463795000,17.35,1,17.2,28,17.35,37,1,2022-02-22 09:00:20
1645520421533313000,17.2,1,17.2,27,17.35,38,2,2022-02-22 09:00:21
1645520422480389000,17.2,5,17.2,22,17.35,38,2,2022-02-22 09:00:22
1645520424310234000,17.35,1,17.2,22,17.35,37,1,2022-02-22 09:00:24
1645520424715426000,17.2,1,17.2,21,17.35,37,2,2022-02-22 09:00:24
1645520426216640000,17.3,2,17.2,21,17.3,9,1,2022-02-22 09:00:26
1645520426984701000,17.2,1,17.2,23,17.3,9,2,2022-02-22 09:00:26
1645520427568625000,17.2,1,17.2,22,17.3,9,2,2022-02-22 09:00:27
1645520429348156000,17.3,1,17.2,53,17.3,8,1,2022-02-22 09:00:29
1645520429703987000,17.2,1,17.2,52,17.3,8,2,2022-02-22 09:00:29
1645520430676071000,17.3,3,17.2,53,17.3,5,1,2022-02-22 09:00:30
1645520430819238000,17.3,2,17.2,53,17.3,3,1,2022-02-22 09:00:30
1645520430850600000,17.3,3,17.2,53,17.3,6,1,2022-02-22 09:00:30
1645520431046376000,17.25,1,17.2,53,17.3,6,1,2022-02-22 09:00:31
1645520433014669000,17.25,5,17.2,56,17.25,11,1,2022-02-22 09:00:33
1645520433042785000,17.25,5,17.2,56,17.25,6,1,2022-02-22 09:00:33
1645520433290490000,17.25,6,17.2,58,17.3,7,1,2022-02-22 09:00:33
1645520433372450000,17.25,2,17.2,58,17.3,7,1,2022-02-22 09:00:33
1645520434448601000,17.3,5,17.2,59,17.3,2,1,2022-02-22 09:00:34
1645520434698488000,17.2,1,17.2,58,17.3,2,2,2022-02-22 09:00:34
1645520435273283000,17.3,2,17.25,1,17.35,37,1,2022-02-22 09:00:35
1645520435273283000,17.35,1,17.25,1,17.35,37,1,2022-02-22 09:00:35
1645520435527017000,17.25,2,17.2,58,17.25,4,2,2022-02-22 09:00:35
1645520435554487000,17.25,4,17.2,58,17.35,37,1,2022-02-22 09:00:35
1645520436504309000,17.2,2,17.2,57,17.35,37,2,2022-02-22 09:00:36
1645520436849836000,17.3,1,17.25,3,17.35,37,2,2022-02-22 09:00:36
1645520438005683000,17.3,1,17.25,4,17.35,37,2,2022-02-22 09:00:38
1645520438192238000,17.25,1,17.25,8,17.35,37,2,2022-02-22 09:00:38
1645520438277232000,17.3,5,17.3,4,17.35,37,2,2022-02-22 09:00:38
1645520438282041000,17.3,3,17.3,1,17.35,37,2,2022-02-22 09:00:38
1645520438991281000,17.3,2,17.25,5,17.35,37,2,2022-02-22 09:00:38
1645520438991281000,17.25,3,17.25,5,17.35,37,2,2022-02-22 09:00:38
1645520439028170000,17.25,5,17.2,61,17.35,37,2,2022-02-22 09:00:39
1645520439230506000,17.2,5,17.2,56,17.35,37,2,2022-02-22 09:00:39
1645520439331681000,17.3,10,17.2,56,17.35,37,2,2022-02-22 09:00:39
1645520439432743000,17.2,5,17.2,51,17.35,37,2,2022-02-22 09:00:39
1645520439700907000,17.2,1,17.2,50,17.35,37,2,2022-02-22 09:00:39
1645520440335364000,17.25,2,17.2,50,17.3,3,2,2022-02-22 09:00:40
1645520440372839000,17.3,1,17.2,50,17.3,2,1,2022-02-22 09:00:40
1645520440487935000,17.3,1,17.2,50,17.3,2,1,2022-02-22 09:00:40
1645520440949981000,17.25,1,17.2,110,17.3,2,2,2022-02-22 09:00:40
1645520441214434000,17.25,10,17.2,110,17.3,2,2,2022-02-22 09:00:41
1645520441733615000,17.3,5,17.25,5,17.3,27,1,2022-02-22 09:00:41
1645520442117142000,17.25,5,17.2,113,17.3,27,2,2022-02-22 09:00:42
1645520442788503000,17.25,1,17.2,118,17.3,27,2,2022-02-22 09:00:42
1645520443355185000,17.3,10,17.2,118,17.3,17,1,2022-02-22 09:00:43
1645520443763984000,17.25,6,17.25,8,17.3,17,2,2022-02-22 09:00:43
1645520443771119000,17.25,8,17.2,118,17.3,17,2,2022-02-22 09:00:43
1645520444692432000,17.2,1,17.2,117,17.3,23,2,2022-02-22 09:00:44
1645520444692770000,17.3,2,17.2,117,17.3,21,1,2022-02-22 09:00:44
1645520445626982000,17.3,1,17.25,17,17.3,21,1,2022-02-22 09:00:45
1645520445645186000,17.25,6,17.25,11,17.3,21,2,2022-02-22 09:00:45
1645520446581916000,17.3,4,17.25,13,17.3,17,1,2022-02-22 09:00:46
1645520447176159000,17.25,6,17.25,7,17.3,17,2,2022-02-22 09:00:47
1645520447744534000,17.3,1,17.25,8,17.3,16,1,2022-02-22 09:00:47
1645520447788999000,17.3,5,17.25,8,17.3,11,1,2022-02-22 09:00:47
1645520448949124000,17.25,4,17.25,5,17.3,15,2,2022-02-22 09:00:48
1645520449690137000,17.25,1,17.25,9,17.3,15,2,2022-02-22 09:00:49
1645520451679667000,17.3,1,17.25,17,17.3,18,1,2022-02-22 09:00:51
1645520452269688000,17.3,1,17.25,19,17.3,19,1,2022-02-22 09:00:52
1645520452676418000,17.25,2,17.25,17,17.3,39,2,2022-02-22 09:00:52
1645520453820511000,17.3,1,17.25,21,17.3,38,1,2022-02-22 09:00:53
1645520453973505000,17.3,10,17.25,31,17.3,28,1,2022-02-22 09:00:53
1645520454633161000,17.25,1,17.25,32,17.3,29,2,2022-02-22 09:00:54
1645520454746298000,17.25,20,17.25,12,17.3,29,2,2022-02-22 09:00:54
1645520455155961000,17.3,1,17.25,12,17.3,28,1,2022-02-22 09:00:55
1645520455524206000,17.3,5,17.25,14,17.3,23,1,2022-02-22 09:00:55
1645520456699258000,17.25,5,17.25,10,17.3,23,2,2022-02-22 09:00:56
1645520457170945000,17.3,5,17.25,27,17.3,18,1,2022-02-22 09:00:57
1645520457571825000,17.3,6,17.25,27,17.3,12,1,2022-02-22 09:00:57
1645520457594477000,17.3,10,17.25,27,17.3,2,1,2022-02-22 09:00:57
1645520457617367000,17.3,2,17.25,27,17.35,35,1,2022-02-22 09:00:57
1645520458142598000,17.25,2,17.25,30,17.3,3,2,2022-02-22 09:00:58
1645520458386185000,17.3,1,17.25,30,17.3,2,1,2022-02-22 09:00:58
1645520458727405000,17.25,3,17.25,30,17.3,2,2,2022-02-22 09:00:58
1645520459077507000,17.3,1,17.25,32,17.3,1,1,2022-02-22 09:00:59
1645520460064727000,17.3,1,17.25,32,17.35,35,1,2022-02-22 09:01:00
1645520460584960000,17.3,2,17.25,31,17.35,35,2,2022-02-22 09:01:00
1645520460584960000,17.25,3,17.25,31,17.35,35,2,2022-02-22 09:01:00
1645520461868819000,17.3,2,17.25,31,17.35,35,2,2022-02-22 09:01:01
1645520462166881000,17.35,2,17.3,10,17.35,33,1,2022-02-22 09:01:02
1645520462198757000,17.35,33,17.3,23,17.4,52,1,2022-02-22 09:01:02
1645520463441922000,17.4,4,17.3,12,17.4,48,1,2022-02-22 09:01:03
1645520463722097000,17.3,1,17.3,13,17.4,48,2,2022-02-22 09:01:03
1645520463932604000,17.3,6,17.3,9,17.4,48,2,2022-02-22 09:01:03
1645520464121265000,17.4,10,17.3,9,17.4,38,1,2022-02-22 09:01:04
1645520464567829000,17.4,1,17.3,9,17.4,37,1,2022-02-22 09:01:04
1645520465485090000,17.3,2,17.3,7,17.4,37,2,2022-02-22 09:01:05
1645520466626536000,17.4,10,17.3,8,17.4,27,1,2022-02-22 09:01:06
1645520467255005000,17.4,3,17.3,8,17.4,39,1,2022-02-22 09:01:07
1645520467533654000,17.3,1,17.3,7,17.4,39,2,2022-02-22 09:01:07
1645520468795700000,17.4,30,17.35,14,17.4,19,1,2022-02-22 09:01:08
1645520469393575000,17.35,1,17.35,13,17.4,19,2,2022-02-22 09:01:09
1645520471036050000,17.4,3,17.35,13,17.4,16,1,2022-02-22 09:01:11
1645520471266089000,17.35,5,17.35,9,17.4,16,2,2022-02-22 09:01:11
1645520471431620000,17.35,5,17.35,4,17.4,16,2,2022-02-22 09:01:11
1645520471963744000,17.4,10,17.35,4,17.4,6,1,2022-02-22 09:01:11
