EntryDate,ExitDate,EntryPrice,ExitPrice,EntryCommission,ExitCommission,EntryTax,ExitTax,TotalCost,HoldingPeriod,Net,Ret,MaxPriceBetweeenHolding,MaxRetBetweeenHolding,MinPriceBetweeenHolding,MinRetBetweeenHolding
2018-09-17,2019-01-07,50.1,46.0,71,66,0,138,275,112,-4375,-0.0873,50.1,0.0,45.0,-0.1018
2019-01-09,2019-05-20,46.4,41.95,66,60,0,126,252,131,-4702,-0.1013,46.4,0.0,41.6,-0.1034
2019-12-16,2020-03-10,47.15,42.0,67,60,0,126,253,85,-5403,-0.1146,47.15,0.0,42.35,-0.1018
2021-03-12,2021-04-20,55.8,62.4,80,89,0,187,356,39,6244,0.1119,61.8,0.1075,55.8,0.0
2021-04-22,2021-05-04,61.8,69.6,88,99,0,209,396,12,7404,0.1198,70.5,0.1408,61.8,0.0
2021-05-06,2021-05-11,70.4,76.5,100,109,0,230,439,5,5661,0.0804,77.5,0.1009,70.4,0.0
2021-05-13,2021-05-24,67.1,71.0,96,101,0,213,410,11,3490,0.052,76.4,0.1386,67.1,0.0
2021-05-26,2021-07-13,71.8,77.2,102,110,0,232,444,48,4956,0.069,79.4,0.1058,71.8,0.0
2021-07-15,2022-03-09,79.0,71.8,113,102,0,215,430,237,-7630,-0.0966,79.0,0.0,70.0,-0.1139
2022-03-11,2022-05-11,73.5,66.8,105,95,0,200,400,61,-7100,-0.0966,73.5,0.0,66.1,-0.1007
2022-05-13,2022-06-10,63.4,62.9,90,90,0,189,369,28,-869,-0.0137,63.4,0.0,62.5,-0.0142
