EntryDate,ExitDate,EntryPrice,ExitPrice,EntryCommission,ExitCommission,EntryTax,ExitTax,TotalCost,HoldingPeriod,Net,Ret,MaxPriceBetweeenHolding,MaxRetBetweeenHolding,MinPriceBetweeenHolding,MinRetBetweeenHolding
2020-10-15,2020-10-26,47.15,50.5,67,72,0,152,291,11,3059,0.0649,52.3,0.1092,47.15,0.0
2020-10-28,2020-11-10,49.0,51.1,70,73,0,153,296,13,1804,0.0368,54.0,0.102,49.0,0.0
2020-11-12,2021-01-08,53.0,48.6,76,69,0,146,291,57,-4691,-0.0885,53.0,0.0,47.45,-0.1047
2021-01-12,2021-03-03,48.0,53.2,68,76,0,160,304,50,4896,0.102,54.0,0.125,48.0,0.0
2021-03-08,2021-04-20,60.1,67.0,86,95,0,201,382,43,6518,0.1085,67.0,0.1148,60.1,0.0
2021-04-22,2021-05-07,71.5,76.2,102,109,0,229,440,15,4260,0.0596,81.1,0.1343,71.5,0.0
2021-05-11,2021-07-27,73.1,65.9,104,94,0,198,396,77,-7596,-0.1039,73.1,0.0,65.0,-0.1108
2021-07-29,2021-09-01,65.5,72.5,93,103,0,218,414,34,6586,0.1005,73.4,0.1206,65.5,0.0
2021-09-03,2021-10-07,73.5,82.1,105,117,0,246,468,34,8132,0.1106,84.2,0.1456,73.5,0.0
2021-10-12,2021-10-27,79.6,88.4,113,126,0,265,504,15,8296,0.1042,89.0,0.1181,79.6,0.0
2021-10-29,2021-11-03,95.0,81.0,135,115,0,243,493,5,-14493,-0.1526,95.0,0.0,78.6,-0.1726
2021-11-05,2022-02-11,83.0,90.5,118,129,0,272,519,98,6981,0.0841,91.5,0.1024,83.0,0.0
2022-02-15,2022-04-07,88.5,99.5,126,142,0,298,566,51,10434,0.1179,98.5,0.113,88.5,0.0
2022-04-11,2022-04-13,115.0,105.0,164,150,0,315,629,2,-10629,-0.0924,118.5,0.0304,101.5,-0.1174
2022-04-15,2022-05-25,111.0,119.0,158,170,0,357,685,40,7315,0.0659,127.0,0.1441,111.0,0.0
2022-05-27,2022-06-10,121.0,126.5,172,180,0,380,732,14,4768,0.0394,127.0,0.0496,121.0,0.0
