EntryDate,ExitDate,EntryPrice,ExitPrice,EntryCommission,ExitCommission,EntryTax,ExitTax,TotalCost,HoldingPeriod,Net,Ret,MaxPriceBetweeenHolding,MaxRetBetweeenHolding,MinPriceBetweeenHolding,MinRetBetweeenHolding
2020-08-11,2020-08-21,843.0,766.0,1201,1092,0,2298,4591,10,-81591,-0.0968,843.0,0.0,745.0,-0.1163
2021-01-22,2021-03-02,894.0,819.0,1274,1167,0,2457,4898,39,-79898,-0.0894,894.0,0.0,801.0,-0.104
2021-03-12,2021-05-05,886.0,930.0,1263,1325,0,2790,5378,54,38622,0.0436,978.0,0.1038,886.0,0.0
2021-05-07,2021-05-13,911.0,863.0,1298,1230,0,2589,5117,6,-53117,-0.0583,911.0,0.0,801.0,-0.1207
2021-05-17,2021-05-26,780.0,890.0,1112,1268,0,2670,5050,9,104950,0.1346,906.0,0.1615,780.0,0.0
2021-05-28,2021-06-16,924.0,1000.0,1317,1425,0,3000,5742,19,70258,0.076,1050.0,0.1364,924.0,0.0
2021-06-18,2021-07-13,982.0,1080.0,1399,1539,0,3240,6178,25,91822,0.0935,1085.0,0.1049,982.0,0.0
2021-07-15,2021-07-26,1060.0,955.0,1510,1361,0,2865,5736,11,-110736,-0.1045,1060.0,0.0,944.0,-0.1094
2021-07-28,2021-08-18,933.0,837.0,1330,1193,0,2511,5034,21,-101034,-0.1083,933.0,0.0,837.0,-0.1029
2021-08-20,2021-08-31,892.0,983.0,1271,1401,0,2949,5621,11,85379,0.0957,988.0,0.1076,892.0,0.0
2021-09-02,2021-10-01,966.0,860.0,1377,1225,0,2580,5182,29,-111182,-0.1151,966.0,0.0,863.0,-0.1066
2021-10-05,2021-11-02,828.0,910.0,1180,1297,0,2730,5207,28,76793,0.0927,928.0,0.1208,828.0,0.0
2021-11-04,2021-11-16,895.0,963.0,1275,1372,0,2889,5536,12,62464,0.0698,986.0,0.1017,895.0,0.0
2021-11-18,2021-12-24,1015.0,1125.0,1446,1603,0,3375,6424,36,103576,0.102,1125.0,0.1084,1015.0,0.0
2021-12-28,2022-01-21,1135.0,1010.0,1617,1439,0,3030,6086,24,-131086,-0.1155,1135.0,0.0,1005.0,-0.1145
2022-01-25,2022-03-08,1005.0,888.0,1432,1265,0,2664,5361,42,-122361,-0.1218,1005.0,0.0,903.0,-0.1015
2022-03-10,2022-05-27,960.0,820.0,1368,1168,0,2460,4996,78,-144996,-0.151,960.0,0.0,791.0,-0.176
2022-05-31,2022-06-10,866.0,900.0,1234,1282,0,2700,5216,10,28784,0.0332,906.0,0.0462,866.0,0.0
