ts,close,volume,bid_price,bid_volume,ask_price,ask_volume,tick_type,datetime
1663318819127736000,16.0,441,16.0,97,16.05,9,0,2022-09-16 09:00:19
1663318819157144000,16.0,97,16.0,97,16.05,9,2,2022-09-16 09:00:19
1663318819187992000,15.9,11,15.85,9,16.0,1,2,2022-09-16 09:00:19
1663318822982182000,16.0,4,15.9,5,16.0,4,1,2022-09-16 09:00:22
1663318825918141000,16.0,5,15.9,19,16.0,14,1,2022-09-16 09:00:25
1663318828298905000,15.9,3,15.9,17,16.0,14,2,2022-09-16 09:00:28
1663318828351717000,15.9,1,15.9,16,16.0,14,2,2022-09-16 09:00:28
1663318828486073000,16.0,3,15.9,16,16.0,11,1,2022-09-16 09:00:28
1663318828970162000,15.95,1,15.9,16,16.0,14,2,2022-09-16 09:00:28
1663318829039717000,16.0,6,15.9,16,16.0,8,1,2022-09-16 09:00:29
1663318829039739000,16.0,8,15.9,16,16.05,7,1,2022-09-16 09:00:29
1663318829293207000,16.05,4,16.0,5,16.05,3,1,2022-09-16 09:00:29
1663318829310811000,16.05,3,16.0,5,16.1,40,1,2022-09-16 09:00:29
1663318829955218000,16.1,1,16.0,8,16.1,39,1,2022-09-16 09:00:29
1663318830053305000,16.1,5,16.0,8,16.1,34,1,2022-09-16 09:00:30
1663318832321085000,16.0,4,16.0,1,16.05,15,2,2022-09-16 09:00:32
1663318832341861000,16.05,1,16.0,1,16.05,14,1,2022-09-16 09:00:32
1663318832357449000,16.0,1,15.95,7,16.05,14,2,2022-09-16 09:00:32
1663318833285133000,16.05,5,15.95,8,16.05,9,1,2022-09-16 09:00:33
1663318833345700000,16.05,3,15.95,8,16.05,6,1,2022-09-16 09:00:33
1663318833350081000,16.05,1,15.95,8,16.05,5,1,2022-09-16 09:00:33
1663318834317609000,16.05,5,16.0,10,16.1,34,1,2022-09-16 09:00:34
1663318834566442000,16.0,2,16.0,11,16.1,34,2,2022-09-16 09:00:34
1663318835342519000,16.1,3,16.0,11,16.1,34,1,2022-09-16 09:00:35
1663318835744334000,16.0,1,16.0,10,16.1,31,2,2022-09-16 09:00:35
1663318836013832000,16.0,1,16.0,9,16.1,31,2,2022-09-16 09:00:36
1663318837470020000,16.0,1,16.0,8,16.1,32,2,2022-09-16 09:00:37
1663318838138702000,16.0,2,16.0,8,16.1,32,2,2022-09-16 09:00:38
1663318839787928000,16.0,1,16.0,8,16.1,38,2,2022-09-16 09:00:39
1663318839831035000,16.0,8,15.95,8,16.1,38,2,2022-09-16 09:00:39
1663318839930447000,16.05,1,16.0,3,16.05,2,1,2022-09-16 09:00:39
1663318840247341000,16.0,1,16.0,2,16.05,3,2,2022-09-16 09:00:40
1663318840247508000,16.0,1,16.0,1,16.05,3,2,2022-09-16 09:00:40
1663318840287264000,16.0,1,15.95,8,16.05,3,2,2022-09-16 09:00:40
1663318841655405000,16.05,2,15.95,9,16.05,7,1,2022-09-16 09:00:41
1663318842346398000,16.05,5,16.0,2,16.05,2,1,2022-09-16 09:00:42
1663318842382714000,16.05,2,16.0,2,16.1,43,1,2022-09-16 09:00:42
1663318842767050000,16.0,2,16.0,19,16.05,1,2,2022-09-16 09:00:42
1663318844487931000,16.05,1,16.0,21,16.05,1,1,2022-09-16 09:00:44
1663318844505647000,16.05,1,16.0,21,16.1,44,1,2022-09-16 09:00:44
1663318844568750000,16.1,5,16.0,21,16.1,39,1,2022-09-16 09:00:44
1663318844891786000,16.0,1,16.0,20,16.1,39,2,2022-09-16 09:00:44
1663318845774262000,16.0,1,16.0,22,16.1,39,2,2022-09-16 09:00:45
1663318845886962000,16.05,5,16.0,22,16.1,39,2,2022-09-16 09:00:45
1663318846470468000,16.0,2,16.0,20,16.05,6,2,2022-09-16 09:00:46
1663318847284846000,16.05,6,16.0,20,16.1,39,1,2022-09-16 09:00:47
1663318848590098000,16.05,1,16.0,24,16.1,39,2,2022-09-16 09:00:48
1663318849233963000,16.0,1,16.0,24,16.1,39,2,2022-09-16 09:00:49
1663318852893855000,16.0,1,16.0,27,16.05,2,2,2022-09-16 09:00:52
1663318853338018000,16.05,1,16.0,27,16.05,2,1,2022-09-16 09:00:53
1663318854804008000,16.05,2,16.05,15,16.1,40,1,2022-09-16 09:00:54
1663318860852064000,16.1,10,16.05,42,16.1,30,1,2022-09-16 09:01:00
1663318860889136000,16.1,8,16.05,42,16.1,22,1,2022-09-16 09:01:00
1663318861083022000,16.1,7,16.05,42,16.1,22,1,2022-09-16 09:01:01
1663318862274300000,16.1,3,16.05,42,16.1,12,1,2022-09-16 09:01:02
