Ticker,P/L,OpenRet,HighRet,LowRet,CloseRet,pnl
1256,loss,-1.91%,-0.64%,-3.18%,-1.91%,-4403
2032,profit,-2.23%,5.36%,-2.23%,2.23%,134
2038,profit,-0.71%,9.93%,-1.77%,9.93%,167
4549,loss,-2.28%,0.46%,-4.57%,-3.2%,-3129
6577,profit,0.0%,2.74%,-1.23%,1.1%,967
total,60.0%,,,,-1.72%,-6264,364800.0
