Ticker,P/L,OpenRet,HighRet,LowRet,CloseRet,pnl
2515,profit,0.0%,1.88%,-2.35%,-1.88%,136
2913,profit,0.94%,9.88%,0.71%,9.88%,273
5515,loss,0.0%,0.0%,-1.97%,-1.32%,-287
total,66.67%,,,,0.26%,122,47100.0
