Ticker,P/L,OpenRet,HighRet,LowRet,CloseRet,pnl
3062,profit,0.78%,5.08%,-0.2%,2.34%,349
3701,loss,-2.96%,-0.17%,-6.43%,-3.3%,-2029
3354,profit,-1.35%,2.16%,-3.23%,-0.27%,239
6514,loss,-0.35%,0.0%,-6.26%,-6.26%,-1729
6690,loss,-0.84%,-0.84%,-2.94%,-2.94%,-3186
total,40.0%,,,,-2.29%,-6356,278150.0
