Ticker,P/L,OpenRet,HighRet,LowRet,CloseRet,pnl
2351,profit,1.24%,2.9%,-8.89%,-7.03%,1325
5202,loss,-1.06%,0.64%,-1.27%,-0.42%,-238
5468,profit,9.93%,9.93%,0.74%,1.74%,1873
total,66.67%,,,,2.11%,2960,140450.0
