Ticker,P/L,OpenRet,HighRet,LowRet,CloseRet,pnl
1526,profit,1.19%,9.92%,0.0%,9.92%,525
2458,profit,1.29%,2.01%,-0.58%,1.15%,887
total,100.0%,,,,1.32%,1412,107300.0
