Ticker,P/L,OpenRet,HighRet,LowRet,CloseRet,pnl
2642,profit,2.88%,9.71%,0.36%,2.88%,3169
3051,profit,0.0%,8.24%,0.0%,3.92%,174
5227,loss,0.0%,0.0%,-6.44%,-6.16%,-502
total,66.67%,,,,1.68%,2841,169600.0
