Ticker,P/L,OpenRet,HighRet,LowRet,CloseRet,pnl
2030,profit,4.17%,4.17%,-3.79%,-1.52%,470
3131,profit,0.92%,5.54%,-2.31%,-2.31%,5926
6114,loss,0.0%,0.79%,-3.36%,-2.96%,-745
8234,loss,0.79%,1.38%,-1.19%,0.0%,-148
total,50.0%,,,,1.11%,5503,497300.0
