Ticker,P/L,OpenRet,HighRet,LowRet,CloseRet,pnl
1568,loss,0.0%,1.01%,-3.82%,-1.41%,-742
2538,loss,0.0%,0.0%,-4.55%,-3.18%,-314
2727,profit,0.77%,4.25%,0.77%,1.93%,1731
4952,profit,0.62%,2.61%,-1.37%,2.61%,560
8374,profit,0.38%,4.69%,-1.31%,0.19%,342
total,60.0%,,,,0.68%,1577,232250.0
