Ticker,P/L,OpenRet,HighRet,LowRet,CloseRet,pnl
3362,profit,-0.39%,5.28%,-0.39%,2.96%,520
6508,profit,0.79%,2.99%,0.0%,2.2%,412
8042,loss,1.24%,1.52%,-0.97%,-0.97%,-561
8410,profit,0.54%,7.82%,0.0%,0.4%,479
total,75.0%,,,,0.59%,850,143950.0
