Ticker,P/L,OpenRet,HighRet,LowRet,CloseRet,pnl
3029,profit,1.84%,4.41%,0.37%,2.39%,338
4167,loss,-1.58%,0.45%,-1.58%,-0.9%,-328
6217,loss,-0.56%,-0.56%,-3.15%,-2.04%,-803
8071,profit,0.68%,9.83%,0.0%,5.42%,163
total,50.0%,,,,-0.69%,-630,91100.0
