Ticker,P/L,OpenRet,HighRet,LowRet,CloseRet,pnl
5498,loss,0.4%,0.81%,-1.61%,-0.4%,-123
6510,profit,3.97%,6.44%,1.78%,4.11%,24601
6616,loss,-0.89%,-0.15%,-2.24%,-2.24%,-943
6664,profit,2.34%,3.64%,-7.27%,-5.84%,1340
total,50.0%,,,,2.92%,24875,852950.0
