Ticker,P/L,OpenRet,HighRet,LowRet,CloseRet,pnl
1312,profit,0.24%,3.17%,-1.22%,1.95%,278
2032,profit,0.94%,2.83%,-2.83%,-2.83%,137
6419,loss,0.0%,0.0%,-8.84%,-2.49%,-554
total,66.67%,,,,-0.28%,-139,49200.0
