Ticker,P/L,OpenRet,HighRet,LowRet,CloseRet,pnl
1615,profit,0.47%,9.95%,0.47%,9.95%,274
3128,profit,1.08%,4.61%,-1.08%,2.44%,241
total,100.0%,,,,1.3%,515,39550.0
