Ticker,P/L,OpenRet,HighRet,LowRet,CloseRet,pnl
2029,profit,3.18%,4.64%,-1.72%,-1.33%,973
3189,profit,1.47%,4.76%,-0.73%,0.0%,1690
8249,loss,0.18%,0.53%,0.18%,0.18%,-117
total,66.67%,,,,1.26%,2546,202650.0
