Ticker,P/L,OpenRet,HighRet,LowRet,CloseRet,pnl
2243,loss,0.0%,1.53%,-0.76%,-0.38%,-126
2491,profit,3.22%,3.22%,-2.33%,-1.89%,236
3018,loss,0.0%,0.0%,-3.26%,-0.7%,-624
3024,profit,0.0%,1.73%,-3.46%,-0.43%,131
9921,loss,-0.15%,-0.15%,-4.13%,-3.06%,-9878
1591,loss,-1.35%,-1.35%,-4.5%,-2.48%,-678
1799,loss,-2.92%,-2.11%,-5.84%,-5.68%,-1076
4433,profit,1.97%,2.96%,-1.48%,1.97%,558
4973,loss,1.38%,1.72%,-0.86%,0.52%,-21
6203,profit,0.68%,5.17%,0.14%,3.67%,964
