Ticker,P/L,OpenRet,HighRet,LowRet,CloseRet,pnl
3014,profit,1.29%,3.0%,-9.44%,-1.72%,1310
3308,loss,-0.44%,-0.44%,-9.73%,-8.41%,-315
5538,loss,-0.87%,-0.5%,-1.61%,-1.61%,-881
8021,profit,2.14%,4.99%,-5.58%,-1.19%,649
8404,profit,6.37%,6.65%,1.66%,6.65%,2078
3597,loss,-1.83%,0.0%,-9.13%,-7.02%,-1055
6113,loss,0.93%,1.25%,-9.97%,-6.23%,-492
total,42.86%,,,,0.43%,1294,297950.0
