EntryDate,ExitDate,EntryPrice,ExitPrice,EntryCommission,ExitCommission,EntryTax,ExitTax,TotalCost,HoldingPeriod,Net,Ret,MaxPriceBetweeenHolding,MaxRetBetweeenHolding,MinPriceBetweeenHolding,MinRetBetweeenHolding
2012-11-05,2013-02-20,33.7,38.0,48,54,0,114,216,107,4084,0.1212,38.0,0.1276,33.7,0.0
2013-02-22,2013-03-12,38.4,42.45,55,60,0,127,242,18,3808,0.0992,42.5,0.1068,38.4,0.0
2013-03-14,2013-04-01,42.1,46.1,60,66,0,138,264,18,3736,0.0887,46.8,0.1116,42.1,0.0
2013-04-03,2013-04-19,45.7,50.0,65,71,0,150,286,16,4014,0.0878,50.3,0.1007,45.7,0.0
2013-04-23,2013-05-07,52.3,45.95,75,65,0,138,278,14,-6628,-0.1267,52.3,0.0,45.0,-0.1396
2013-05-09,2013-07-04,48.6,56.6,69,81,0,170,320,56,7680,0.158,56.6,0.1646,48.6,0.0
2013-07-08,2013-07-15,56.6,64.3,81,92,0,193,366,7,7334,0.1296,64.4,0.1378,56.6,0.0
2013-07-17,2013-07-22,72.0,60.6,103,86,0,182,371,5,-11771,-0.1635,72.0,0.0,61.3,-0.1486
2013-07-24,2013-09-11,60.1,66.5,86,95,0,200,381,49,6019,0.1001,67.5,0.1231,60.1,0.0
2013-09-13,2013-10-09,71.2,75.4,101,107,0,226,434,26,3766,0.0529,79.7,0.1194,71.2,0.0
2013-10-14,2013-12-11,75.7,67.2,108,96,0,202,406,58,-8906,-0.1176,75.7,0.0,65.5,-0.1347
2013-12-13,2014-02-20,66.7,73.4,95,105,0,220,420,69,6280,0.0942,73.4,0.1004,66.7,0.0
2014-02-24,2014-03-14,74.3,82.0,106,117,0,246,469,18,7231,0.0973,85.0,0.144,74.3,0.0
2014-03-18,2014-10-27,83.9,75.0,120,107,0,225,452,223,-9352,-0.1115,83.9,0.0,72.9,-0.1311
2014-10-29,2014-11-06,75.2,81.9,107,117,0,246,470,8,6230,0.0828,82.9,0.1024,75.2,0.0
2014-11-10,2014-12-04,82.0,91.6,117,131,0,275,523,24,9077,0.1107,91.0,0.1098,82.0,0.0
2014-12-08,2015-01-16,91.0,100.5,130,143,0,302,575,39,8925,0.0981,101.0,0.1099,91.0,0.0
2015-01-20,2015-01-23,102.0,113.0,145,161,0,339,645,3,10355,0.1015,115.0,0.1275,102.0,0.0
2015-01-27,2015-02-13,112.0,131.5,160,187,0,394,741,17,18759,0.1675,131.5,0.1741,112.0,0.0
2015-02-25,2015-03-13,133.5,151.5,190,216,0,454,860,16,17140,0.1284,150.5,0.1273,133.5,0.0
2015-03-17,2015-03-26,152.5,167.0,217,238,0,501,956,9,13544,0.0888,172.0,0.1279,152.5,0.0
2015-03-30,2015-04-08,183.5,197.0,261,281,0,591,1133,9,12367,0.0674,202.5,0.1035,183.5,0.0
2015-04-10,2015-04-15,170.0,184.0,242,262,0,552,1056,5,12944,0.0761,188.0,0.1059,170.0,0.0
2015-04-17,2015-04-24,169.0,193.0,241,275,0,579,1095,7,22905,0.1355,191.0,0.1302,169.0,0.0
2015-04-29,2015-05-26,180.0,164.0,256,234,0,492,982,27,-16982,-0.0943,180.0,0.0,160.0,-0.1111
2015-05-28,2015-06-05,165.0,148.0,235,211,0,444,890,8,-17890,-0.1084,165.0,0.0,147.0,-0.1091
2015-06-09,2015-06-22,149.0,164.5,212,234,0,494,940,13,14560,0.0977,166.0,0.1141,149.0,0.0
2015-06-24,2015-06-29,162.0,176.0,231,251,0,528,1010,5,12990,0.0802,178.5,0.1019,162.0,0.0
2015-07-06,2015-07-13,167.0,160.0,238,228,0,480,946,7,-7946,-0.0476,167.0,0.0,146.0,-0.1257
2015-07-15,2015-07-21,159.0,168.5,227,240,0,506,973,6,8527,0.0536,176.5,0.1101,159.0,0.0
2015-07-23,2015-08-05,166.5,176.5,237,252,0,530,1019,13,8981,0.0539,184.0,0.1051,166.5,0.0
2015-08-07,2015-08-12,165.0,176.5,235,252,0,530,1017,5,10483,0.0635,184.0,0.1152,165.0,0.0
2016-05-13,2016-05-24,123.5,139.0,176,198,0,417,791,11,14709,0.1191,140.0,0.1336,123.5,0.0
2016-11-07,2016-11-15,123.0,110.0,175,157,0,330,662,8,-13662,-0.1111,123.0,0.0,107.5,-0.126
2016-11-17,2016-12-14,114.5,125.0,163,178,0,375,716,27,9784,0.0854,126.0,0.1004,114.5,0.0
2016-12-16,2017-01-18,125.0,139.0,178,198,0,417,793,33,13207,0.1057,139.0,0.112,125.0,0.0
