EntryDate,ExitDate,EntryPrice,ExitPrice,EntryCommission,ExitCommission,EntryTax,ExitTax,TotalCost,HoldingPeriod,Net,Ret,MaxPriceBetweeenHolding,MaxRetBetweeenHolding,MinPriceBetweeenHolding,MinRetBetweeenHolding
2003-04-29,2003-05-08,21.5,23.2,31,33,0,70,134,9,1566,0.0728,23.7,0.1023,21.5,0.0
2004-03-23,2004-04-05,29.3,32.2,42,46,0,97,185,13,2715,0.0927,32.8,0.1195,29.3,0.0
2004-05-06,2004-05-12,29.0,27.8,41,40,0,83,164,6,-1364,-0.047,29.0,0.0,25.9,-0.1069
2004-05-14,2004-07-20,25.0,21.8,36,31,0,65,132,67,-3332,-0.1333,25.0,0.0,22.2,-0.112
2004-10-19,2004-11-02,21.6,18.2,31,26,0,55,112,14,-3512,-0.1626,21.6,0.0,19.1,-0.1157
2004-11-16,2004-12-08,18.7,16.6,27,24,0,50,101,22,-2201,-0.1177,18.7,0.0,16.4,-0.123
2005-01-11,2005-02-17,16.8,18.7,24,27,0,56,107,37,1793,0.1067,18.6,0.1071,16.8,0.0
2005-04-21,2005-06-13,15.55,16.65,22,24,0,50,96,53,1004,0.0646,17.3,0.1125,15.55,0.0
2005-08-03,2005-08-10,14.65,16.0,21,23,0,48,92,7,1258,0.0859,16.3,0.1126,14.65,0.0
2005-08-17,2005-09-15,14.35,13.05,20,20,0,39,79,29,-1379,-0.0961,14.35,0.0,12.6,-0.122
2005-10-11,2005-11-08,12.4,14.35,20,20,0,43,83,28,1867,0.1506,14.45,0.1653,12.4,0.0
2006-07-18,2006-08-04,14.6,16.0,21,23,0,48,92,17,1308,0.0896,16.25,0.113,14.6,0.0
2006-08-22,2006-09-15,14.6,12.05,21,20,0,36,77,24,-2627,-0.1799,14.6,0.0,12.05,-0.1747
2007-11-09,2007-11-15,54.1,60.8,77,87,0,182,346,6,6354,0.1174,62.8,0.1608,54.1,0.0
2007-12-18,2007-12-20,51.1,57.0,73,81,0,171,325,2,5575,0.1091,57.4,0.1233,51.1,0.0
2008-01-24,2008-01-30,53.0,44.8,76,64,0,134,274,6,-8474,-0.1599,53.0,0.0,44.95,-0.1519
2008-02-01,2008-02-13,40.95,34.7,58,49,0,104,211,12,-6461,-0.1578,40.95,0.0,35.85,-0.1245
2008-09-04,2008-09-11,31.5,29.4,45,42,0,88,175,7,-2275,-0.0722,31.5,0.0,28.0,-0.1111
2008-09-15,2008-09-18,24.5,19.6,35,28,0,59,122,3,-5022,-0.205,24.5,0.0,21.05,-0.1408
2008-10-09,2008-10-20,19.3,16.45,28,23,0,49,100,11,-2950,-0.1528,19.3,0.0,17.0,-0.1192
2008-11-18,2008-11-26,15.85,17.0,23,24,0,51,98,8,1052,0.0664,17.8,0.123,15.85,0.0
2010-02-06,2010-02-22,44.6,49.2,64,70,0,148,282,16,4318,0.0968,49.9,0.1188,44.6,0.0
2010-05-26,2010-05-31,41.2,45.1,59,64,0,135,258,5,3642,0.0884,45.8,0.1117,41.2,0.0
2010-11-09,2010-12-03,42.2,45.55,60,65,0,137,262,24,3088,0.0732,46.5,0.1019,42.2,0.0
2011-02-23,2011-03-16,42.3,37.0,60,53,0,111,224,21,-5524,-0.1306,42.3,0.0,37.5,-0.1135
2011-06-21,2011-07-06,33.2,29.55,47,42,0,89,178,15,-3828,-0.1153,33.2,0.0,29.4,-0.1145
2011-07-08,2011-07-14,29.2,24.95,42,36,0,75,153,6,-4403,-0.1508,29.2,0.0,24.95,-0.1455
2011-11-24,2011-12-02,23.5,26.0,33,37,0,78,148,8,2352,0.1001,25.85,0.1,23.5,0.0
2011-12-20,2011-12-26,22.1,24.75,31,35,0,74,140,6,2510,0.1136,24.95,0.129,22.1,0.0
2012-11-20,2012-12-05,42.9,48.25,61,69,0,145,275,15,5075,0.1183,47.9,0.1166,42.9,0.0
2013-07-19,2013-08-07,58.9,54.0,84,77,0,162,323,19,-5223,-0.0887,58.9,0.0,53.0,-0.1002
2013-08-09,2013-10-14,50.8,44.5,72,63,0,134,269,66,-6569,-0.1293,50.8,0.0,44.45,-0.125
2013-11-19,2013-12-05,42.3,45.5,60,65,0,136,261,16,2939,0.0695,46.75,0.1052,42.3,0.0
2014-07-17,2014-08-07,52.7,47.95,75,68,0,144,287,21,-5037,-0.0956,52.7,0.0,46.9,-0.1101
2014-08-11,2014-08-28,47.0,52.0,67,74,0,156,297,17,4703,0.1001,51.7,0.1,47.0,0.0
2014-10-17,2014-11-20,47.4,42.1,68,60,0,126,254,34,-5554,-0.1172,47.4,0.0,41.9,-0.116
2015-05-28,2015-06-15,45.15,41.2,64,59,0,124,247,18,-4197,-0.093,45.15,0.0,40.5,-0.103
2015-07-21,2015-07-24,41.0,35.6,58,51,0,107,216,3,-5616,-0.137,41.0,0.0,35.4,-0.1366
2015-07-28,2015-08-25,32.0,25.2,46,36,0,76,158,28,-6958,-0.2174,32.0,0.0,27.05,-0.1547
2016-04-18,2016-05-16,35.05,31.5,50,45,0,94,189,28,-3739,-0.1067,35.05,0.0,31.05,-0.1141
2016-11-10,2017-02-09,33.1,36.1,47,51,0,108,206,91,2794,0.0844,36.5,0.1027,33.1,0.0
2018-10-08,2018-10-23,45.0,52.0,64,74,0,156,294,15,6706,0.149,52.9,0.1756,45.0,0.0
2019-05-15,2019-07-08,72.0,77.3,103,110,0,232,445,54,4855,0.0674,79.5,0.1042,72.0,0.0
2020-03-13,2020-03-27,73.5,83.8,105,119,0,251,475,14,9825,0.1337,82.5,0.1224,73.5,0.0
2021-08-05,2021-08-19,166.0,155.5,237,222,0,466,925,14,-11425,-0.0688,166.0,0.0,149.0,-0.1024
2021-09-09,2021-10-26,151.0,165.0,215,235,0,495,945,47,13055,0.0865,172.5,0.1424,151.0,0.0
2022-04-26,2022-05-11,151.0,140.5,215,200,0,422,837,15,-11337,-0.0751,151.0,0.0,134.0,-0.1126
2022-05-13,2022-06-17,140.0,142.0,199,202,0,426,827,35,1173,0.0084,142.0,0.0143,138.0,-0.0143
