EntryDate,ExitDate,EntryPrice,ExitPrice,EntryCommission,ExitCommission,EntryTax,ExitTax,TotalCost,HoldingPeriod,Net,Ret,MaxPriceBetweeenHolding,MaxRetBetweeenHolding,MinPriceBetweeenHolding,MinRetBetweeenHolding
2004-07-26,2004-09-08,29.6,33.0,42,47,0,99,188,44,3212,0.1085,32.9,0.1115,29.6,0.0
2005-04-19,2005-07-27,33.0,29.5,47,42,0,88,177,99,-3677,-0.1114,33.0,0.0,29.2,-0.1152
2005-07-29,2006-03-28,29.0,32.0,41,46,0,96,183,242,2817,0.0971,32.0,0.1034,29.0,0.0
2006-07-27,2006-10-11,29.2,32.0,42,46,0,96,184,76,2616,0.0896,32.2,0.1027,29.2,0.0
2008-07-29,2008-08-07,43.0,39.5,61,56,0,119,236,9,-3736,-0.0869,43.0,0.0,38.05,-0.1151
2008-08-15,2008-09-11,39.3,34.8,56,50,0,104,210,27,-4710,-0.1198,39.3,0.0,35.0,-0.1094
2008-10-01,2008-10-21,32.8,29.8,47,42,0,89,178,20,-3178,-0.0969,32.8,0.0,29.25,-0.1082
2008-10-23,2008-11-03,28.0,30.5,40,43,0,92,175,11,2325,0.083,31.1,0.1107,28.0,0.0
2010-08-17,2011-04-22,37.6,41.2,54,59,0,124,237,248,3363,0.0894,41.4,0.1011,37.6,0.0
2011-07-19,2013-08-23,38.7,40.0,55,57,0,120,232,766,1068,0.0276,42.8,0.1059,38.7,0.0
2014-08-18,2015-08-26,40.8,37.2,58,53,0,112,223,373,-3823,-0.0937,40.8,0.0,36.7,-0.1005
2017-07-27,2019-03-04,42.2,46.6,60,66,0,140,266,585,4134,0.098,46.65,0.1055,42.2,0.0
2020-03-19,2020-05-28,48.75,53.6,69,76,0,161,306,70,4544,0.0932,53.7,0.1015,48.75,0.0
2020-09-25,2022-06-17,52.0,51.4,74,73,0,154,301,630,-901,-0.0173,52.0,0.0,51.3,-0.0135
