EntryDate,ExitDate,EntryPrice,ExitPrice,EntryCommission,ExitCommission,EntryTax,ExitTax,TotalCost,HoldingPeriod,Net,Ret,MaxPriceBetweeenHolding,MaxRetBetweeenHolding,MinPriceBetweeenHolding,MinRetBetweeenHolding
2015-08-25,2015-09-01,26.0,29.0,37,41,0,87,165,7,2835,0.109,29.5,0.1346,26.0,0.0
2015-11-16,2015-12-14,27.8,24.8,40,35,0,74,149,28,-3149,-0.1133,27.8,0.0,24.9,-0.1043
2015-12-16,2016-01-27,25.6,23.05,36,33,0,69,138,42,-2688,-0.105,25.6,0.0,22.75,-0.1113
2016-01-29,2016-03-03,23.3,26.5,33,38,0,80,151,34,3049,0.1309,26.0,0.1159,23.3,0.0
2016-04-06,2016-05-16,25.1,22.4,36,32,0,67,135,40,-2835,-0.1129,25.1,0.0,22.5,-0.1036
2016-05-18,2016-07-04,22.1,24.4,31,35,0,73,139,47,2161,0.0978,24.6,0.1131,22.1,0.0
2016-07-06,2017-02-03,24.1,26.55,34,38,0,80,152,212,2298,0.0954,27.0,0.1203,24.1,0.0
2019-08-02,2020-03-13,29.15,23.0,42,33,0,69,144,224,-6294,-0.2159,29.15,0.0,25.2,-0.1355
2020-03-17,2020-03-20,22.85,21.4,33,30,0,64,127,3,-1577,-0.069,22.85,0.0,20.25,-0.1138
2020-03-24,2020-03-30,20.95,22.5,30,32,0,68,130,6,1420,0.0678,23.25,0.1098,20.95,0.0
2020-04-01,2020-04-13,22.55,24.75,32,35,0,74,141,12,2059,0.0913,25.1,0.1131,22.55,0.0
2020-04-15,2020-05-06,25.25,30.0,36,43,0,90,169,21,4581,0.1814,28.05,0.1109,25.25,0.0
2020-05-08,2020-06-01,27.5,27.2,39,39,0,82,160,24,-460,-0.0167,27.5,0.0,22.5,-0.1818
2020-06-03,2020-07-17,27.55,30.5,39,43,0,92,174,44,2776,0.1008,30.5,0.1071,27.55,0.0
2020-07-21,2020-07-28,30.35,26.0,43,37,0,78,158,7,-4508,-0.1485,30.35,0.0,25.9,-0.1466
2020-07-30,2020-11-24,25.7,28.25,37,40,0,85,162,117,2388,0.0929,28.4,0.1051,25.7,0.0
2020-11-26,2021-04-13,28.0,31.0,40,44,0,93,177,138,2823,0.1008,30.95,0.1054,28.0,0.0
2021-05-18,2021-06-04,29.65,32.4,42,46,0,97,185,17,2565,0.0865,32.8,0.1062,29.65,0.0
2021-08-02,2022-06-10,29.8,31.3,42,45,0,94,181,312,1319,0.0443,31.5,0.057,29.8,0.0
