EntryDate,ExitDate,EntryPrice,ExitPrice,EntryCommission,ExitCommission,EntryTax,ExitTax,TotalCost,HoldingPeriod,Net,Ret,MaxPriceBetweeenHolding,MaxRetBetweeenHolding,MinPriceBetweeenHolding,MinRetBetweeenHolding
2013-07-25,2014-10-20,28.8,26.05,41,37,0,78,156,452,-2906,-0.1009,28.8,0.0,25.3,-0.1215
2017-08-09,2018-11-28,22.7,25.1,32,36,0,75,143,476,2257,0.0994,25.8,0.1366,22.7,0.0
2018-11-30,2018-12-05,24.45,26.5,35,38,0,80,153,5,1897,0.0776,27.7,0.1329,24.45,0.0
2018-12-18,2019-01-07,24.9,22.65,35,32,0,68,135,20,-2385,-0.0958,24.9,0.0,22.2,-0.1084
2019-01-09,2019-07-16,22.4,23.8,32,34,0,71,137,188,1263,0.0564,24.85,0.1094,22.4,0.0
2019-07-18,2019-11-07,22.65,24.75,32,35,0,74,141,112,1959,0.0865,25.05,0.106,22.65,0.0
2019-11-11,2019-11-26,25.4,28.75,36,41,0,86,163,15,3187,0.1255,28.55,0.124,25.4,0.0
2020-01-31,2020-03-16,25.45,23.6,36,34,0,71,141,45,-1991,-0.0782,25.45,0.0,22.1,-0.1316
2020-03-18,2020-04-16,23.1,25.0,33,36,0,75,144,29,1756,0.076,25.5,0.1039,23.1,0.0
2020-04-20,2020-05-26,25.45,28.1,36,40,0,84,160,36,2490,0.0978,28.45,0.1179,25.45,0.0
2020-06-01,2020-09-01,28.05,29.7,40,42,0,89,171,92,1479,0.0527,31.1,0.1087,28.05,0.0
2020-09-22,2020-10-23,28.2,31.15,40,44,0,93,177,31,2773,0.0983,31.1,0.1028,28.2,0.0
2021-05-18,2021-05-25,25.55,28.6,36,41,0,86,163,7,2887,0.113,28.8,0.1272,25.55,0.0
2021-05-28,2021-06-22,28.3,30.4,40,43,0,91,174,25,1926,0.0681,31.75,0.1219,28.3,0.0
2021-08-10,2021-10-29,27.6,30.3,39,43,0,91,173,80,2527,0.0916,30.5,0.1051,27.6,0.0
