EntryDate,ExitDate,EntryPrice,ExitPrice,EntryCommission,ExitCommission,EntryTax,ExitTax,TotalCost,HoldingPeriod,Net,Ret,MaxPriceBetweeenHolding,MaxRetBetweeenHolding,MinPriceBetweeenHolding,MinRetBetweeenHolding
2008-05-13,2008-06-30,37.6,33.5,54,48,0,100,202,48,-4302,-0.1144,37.6,0.0,33.35,-0.113
2008-07-02,2008-07-16,34.0,29.8,48,42,0,89,179,14,-4379,-0.1288,34.0,0.0,29.9,-0.1206
2008-07-18,2008-09-05,28.3,25.0,40,36,0,75,151,49,-3451,-0.1219,28.3,0.0,25.3,-0.106
2008-09-09,2008-09-17,25.0,23.15,36,33,0,69,138,8,-1988,-0.0795,25.0,0.0,22.0,-0.12
2008-09-19,2008-11-26,24.05,22.0,34,31,0,66,131,68,-2181,-0.0907,24.05,0.0,21.25,-0.1164
2008-11-28,2009-03-11,23.8,25.35,34,36,0,76,146,103,1404,0.059,26.2,0.1008,23.8,0.0
2009-03-13,2009-03-30,25.4,29.0,36,41,0,87,164,17,3436,0.1353,28.5,0.122,25.4,0.0
2009-04-01,2009-04-28,29.0,29.6,41,42,0,89,172,27,428,0.0148,32.0,0.1034,29.0,0.0
2009-04-30,2009-05-05,31.0,34.7,44,49,0,104,197,5,3503,0.113,34.85,0.1242,31.0,0.0
2009-05-07,2009-07-28,33.9,40.0,48,57,0,120,225,82,5875,0.1733,39.05,0.1519,33.9,0.0
2009-07-30,2009-08-12,38.5,46.2,55,66,0,139,260,13,7440,0.1932,43.2,0.1221,38.5,0.0
2009-08-14,2009-08-18,45.35,52.8,65,75,0,158,298,4,7152,0.1577,52.8,0.1643,45.35,0.0
2009-08-20,2009-09-08,52.5,59.7,75,85,0,179,339,19,6861,0.1307,59.7,0.1371,52.5,0.0
2009-09-10,2009-09-15,56.2,61.2,80,87,0,184,351,5,4649,0.0827,62.9,0.1192,56.2,0.0
2009-09-17,2009-10-23,64.5,71.9,92,102,0,216,410,36,6990,0.1084,72.5,0.124,64.5,0.0
2009-10-27,2009-11-11,71.1,64.3,101,92,0,193,386,15,-7186,-0.1011,71.1,0.0,63.5,-0.1069
2009-11-13,2009-12-03,64.0,68.8,91,98,0,206,395,20,4405,0.0688,70.9,0.1078,64.0,0.0
2009-12-07,2010-01-27,67.7,58.0,96,83,0,174,353,51,-10053,-0.1485,67.7,0.0,60.4,-0.1078
2010-01-29,2010-03-19,60.0,67.6,85,96,0,203,384,49,7216,0.1203,68.0,0.1333,60.0,0.0
2010-03-23,2010-03-29,69.3,78.9,99,112,0,237,448,6,9152,0.1321,76.6,0.1053,69.3,0.0
2010-03-31,2010-04-07,79.7,94.4,114,135,0,283,532,7,14168,0.1778,90.9,0.1405,79.7,0.0
2010-04-13,2010-04-16,101.0,119.0,144,170,0,357,671,3,17329,0.1716,115.5,0.1436,101.0,0.0
2011-02-09,2011-04-01,106.0,118.5,151,169,0,356,676,51,11824,0.1115,118.0,0.1132,106.0,0.0
2011-05-16,2011-07-26,110.0,100.5,157,143,0,302,602,71,-10102,-0.0918,110.0,0.0,98.2,-0.1073
2011-07-28,2011-08-08,102.5,81.0,146,115,0,243,504,11,-22004,-0.2147,102.5,0.0,87.0,-0.1512
2011-08-10,2011-09-08,84.5,92.8,120,132,0,278,530,29,7770,0.092,93.5,0.1065,84.5,0.0
2011-09-13,2011-09-26,91.0,78.7,130,112,0,236,478,13,-12778,-0.1404,91.0,0.0,80.0,-0.1209
2011-09-28,2011-10-24,80.8,91.5,115,130,0,274,519,26,10181,0.126,90.8,0.1238,80.8,0.0
2011-10-26,2011-11-02,91.4,99.5,130,142,0,298,570,7,7530,0.0824,101.0,0.105,91.4,0.0
2011-11-04,2011-11-25,99.3,90.8,142,129,0,272,543,21,-9043,-0.0911,99.3,0.0,88.7,-0.1067
2011-11-29,2012-02-06,91.4,104.0,130,148,0,312,590,69,12010,0.1314,105.0,0.1488,91.4,0.0
2012-02-08,2012-03-09,103.5,114.0,147,162,0,342,651,30,9849,0.0952,115.5,0.1159,103.5,0.0
2012-03-13,2012-04-05,114.5,98.0,163,140,0,294,597,23,-17097,-0.1493,114.5,0.0,101.0,-0.1179
2012-04-09,2012-05-08,101.0,113.0,144,161,0,339,644,29,11356,0.1124,112.0,0.1089,101.0,0.0
2012-05-10,2012-07-20,114.0,128.0,162,182,0,384,728,71,13272,0.1164,129.0,0.1316,114.0,0.0
2012-07-24,2012-08-28,126.5,120.5,180,172,0,362,714,35,-6714,-0.0531,139.5,0.1028,126.5,0.0
2012-08-30,2012-09-18,114.5,126.0,163,180,0,378,721,19,10779,0.0941,127.0,0.1092,114.5,0.0
2012-09-20,2012-11-20,126.0,112.0,180,160,0,336,676,61,-14676,-0.1165,126.0,0.0,110.0,-0.127
2012-11-22,2012-12-20,113.0,125.5,161,179,0,376,716,28,11784,0.1043,128.0,0.1327,113.0,0.0
2012-12-22,2013-02-20,118.5,135.0,169,192,0,405,766,60,15734,0.1328,135.0,0.1392,118.5,0.0
2013-03-11,2013-04-12,134.0,123.0,191,175,0,369,735,32,-11735,-0.0876,134.0,0.0,120.5,-0.1007
2013-04-16,2013-06-24,122.0,110.0,174,157,0,330,661,69,-12661,-0.1038,122.0,0.0,109.0,-0.1066
2015-08-11,2015-08-13,151.0,128.0,215,182,0,384,781,2,-23781,-0.1575,151.0,0.0,130.0,-0.1391
2015-08-17,2015-08-20,124.0,100.0,177,142,0,300,619,3,-24619,-0.1985,124.0,0.0,107.5,-0.1331
2015-08-24,2015-09-01,104.0,108.5,148,155,0,326,629,8,3871,0.0372,115.0,0.1058,104.0,0.0
2015-09-03,2015-09-15,104.0,119.0,148,170,0,357,675,12,14325,0.1377,118.5,0.1394,104.0,0.0
2015-09-17,2015-12-16,119.5,108.0,170,154,0,324,648,90,-12148,-0.1017,119.5,0.0,106.0,-0.113
2015-12-18,2016-01-08,108.5,98.9,155,141,0,297,593,21,-10193,-0.0939,108.5,0.0,97.4,-0.1023
2016-01-12,2016-01-22,97.8,90.0,139,128,0,270,537,10,-8337,-0.0852,97.8,0.0,87.2,-0.1084
2016-01-26,2016-02-25,89.0,101.0,127,144,0,303,574,30,11426,0.1284,98.0,0.1011,89.0,0.0
2016-03-01,2016-03-14,105.0,121.0,150,172,0,363,685,13,15315,0.1459,117.0,0.1143,105.0,0.0
2016-03-16,2016-04-25,123.0,107.5,175,153,0,322,650,40,-16150,-0.1313,123.0,0.0,106.5,-0.1341
2016-04-27,2016-07-26,107.0,118.5,152,169,0,356,677,90,10823,0.1011,121.0,0.1308,107.0,0.0
2019-07-11,2019-12-17,105.5,118.5,150,169,0,356,675,159,12325,0.1168,119.5,0.1327,105.5,0.0
