Ticker,名稱,差額(張數),差額(金額),賣出均價,成交量,賣出占比
'00673R,期元大S＆P原油反1,-190,"-1,438",7.57,31093,0.61
'2409,友達,-632,"-9,065",14.34,57933,1.09
