Ticker,名稱,差額(張數),差額(金額),賣出均價,成交量,賣出占比
'2303,聯電,-339,"-19,483",57.47,690359,0.05
'2409,友達,"-13,390","-285,985",21.36,206201,6.49
'6104,創惟,-244,"-32,325",132.48,9105,2.68
'6143,振曜,-200,"-12,637",63.19,8387,2.38
'8261,富鼎,-392,"-51,452",131.26,32519,1.21
