Ticker,名稱,差額(張數),差額(金額),賣出均價,成交量,賣出占比
'2002,中鋼,"-7,848","-262,983",33.51,315016,2.49
'2031,新光鋼,"-1,939","-97,056",50.05,55715,3.48
'2890,永豐金,-565,"-7,316",12.95,27902,2.02
'3042,晶技,-365,"-39,459",108.11,18624,1.96
'4906,正文,-200,"-7,118",35.59,13016,1.54
'9105,泰金寶-DR,-305,"-1,716",5.63,100042,0.3
