Ticker,名稱,差額(張數),差額(金額),賣出均價,成交量,賣出占比
'00637L,元大滬深300正2,-216,"-4,567",21.14,69952,0.31
'2618,長榮航,-327,"-8,184",25.03,38468,0.85
